	14251X1	14251X2	14251X3	14251X4	14251X5	14251X6	14251X7	14251X8	14251X9	14251X10	14251X11	14251X12	14251X13	14251X14	14251X15	14251X16	14251X17	14251X18	14251X19	14251X20	14251X21	14251X22	14251X23	14251X24
YAL011W	90.87200536208906	103.3821339313587	83.30827831467593	93.9381246533127	66.24979299145076	55.33324303895628	88.11120413075163	92.47996279479172	96.8998530526744	104.53127419494402	78.45782450631128	70.45351650343646	115.66177949870311	90.21589696696424	63.50827696430899	71.32032520514703	61.58605819855222	89.60381631460955	100.02188651422205	83.26265061560053	71.36359370060674	68.92239697316533	67.51881103122363	84.89892859438817
YAL012W	211.18868082097518	231.0924595736463	297.7010891975541	187.45391990869786	228.21119720701452	72.35517233708286	184.8711850542508	210.90760209444377	313.9653469242506	158.8512831552068	228.12253194774294	60.832335420235964	248.130902399994	221.9903479774675	240.07600744711175	105.88216341387026	223.51092029353646	121.0017076771606	207.9481434661684	173.91543844281676	224.49272623371812	94.40613750448057	187.87482883001053	97.1175476391753
YAL013W	237.5704543560774	207.19524906925975	174.9817297540412	249.3460488286093	149.75724972394806	220.5867515062003	235.04294966160984	188.38289531547457	187.55591793017206	242.38506130026514	142.07116111802634	225.1891331417531	201.25404601310188	186.14866075372922	203.6508183945438	178.049543773215	155.04492877595322	261.31306708552796	208.56011323116036	191.35678085770073	198.67533530319287	200.0313266101966	149.71002711194848	290.45121539564
YAL014C	199.98204449684673	183.85813978642585	200.28145647102576	224.93573694856184	181.7292984469664	209.65671780389167	189.8533285023059	172.00311776664125	207.4093083638033	199.57697904533842	178.1622883923758	183.16095800423258	202.87806391604755	185.02847412264484	188.45290586186312	164.3542086718003	196.44199697381774	243.75052897238916	178.88479638491626	165.28550278505378	201.90295208916635	167.4849285135891	163.01356622240408	244.7573756771646
YAL015C	160.46463450645186	155.05176457277975	148.4001407673876	161.89008830780668	157.45793311005394	143.94341819371667	177.81763692036012	154.82350431943158	142.7862300902147	170.09854301868162	153.50685738741407	148.18445867913053	171.31925397355127	171.7509678777328	151.9206640635823	151.0958021883826	147.85956761470155	150.71907708126062	160.04572121007965	165.48584884903565	157.68903701462395	154.25155144584872	140.1108337779341	142.20327278439623
YAL016W	274.830265486406	261.14123383158943	252.35627422972354	256.87945144767235	268.7993234239126	265.88537357959694	274.96544155347755	283.93294446542694	247.45701002703711	253.0749672429928	260.29553711729693	261.87613045674135	270.95082267255447	287.5780356714007	247.03296687362703	281.03574866068436	275.3850333782192	258.3566653208897	256.84769837525505	277.1974163620967	252.98524485199823	245.3344045449055	246.64561429140352	243.20359280070934
YAL017W	96.94189743082401	99.2812293634796	97.52641833326791	85.07054764564813	90.86304743510688	73.43528129793263	105.08616206006447	96.00557083928581	96.37017915503885	79.54109621951486	84.47614052225867	71.26194908809632	112.9532613538105	107.56663710674918	72.0883155980569	73.40780070953218	58.04037909675736	88.92853068355664	100.6174382458538	99.32759257958358	87.75161598873594	61.4100578815969	59.778459336890435	84.13073206616114
YAL019W	84.11609219085686	87.82861588470418	115.69718597836817	97.03165554188355	101.06683623172546	46.19100875644433	83.14936752989195	87.23506743594508	148.8049646647304	89.42043477698972	114.58546371871181	52.30393428181639	108.05594544101487	94.99870504546735	107.31948075736716	51.95185895899105	90.67261215222442	82.66244712543934	77.06597129542625	60.421936255617325	97.7815661434194	36.784373397016076	69.08899925733434	65.49377238140849
YAL020C	88.77191659673379	102.25995827663037	86.13839642196173	114.28108147129842	73.55616707682215	88.77620435684635	102.67923566478105	100.02577806369467	104.07349241993734	115.40917888354572	82.47367115073239	94.04420194966691	88.5998887826604	86.49971810343503	81.4060437373211	82.9994342442454	69.96988387089492	120.62625911610559	88.92573021235575	72.73414658984844	90.06830032374022	86.00375275839647	57.76323278808651	119.15840951473282
YAL021C	144.92778779276958	176.13696790659372	160.64297440019726	144.0358932883786	127.28560366430085	86.99366982213887	143.20730277905918	155.4844396122391	183.5480759720375	141.3732511557127	131.93883694974855	92.48358387979509	173.67591835237408	148.08337495528198	130.8637451750708	84.32193017032097	95.61065303591883	115.22232923874508	155.46656110059973	129.8532768729396	106.34765765795481	81.84451320450988	83.2539584723151	113.82023775981143
YAL022C	152.55712246947527	149.0389728440408	160.4979374063365	175.3595746643087	151.91470313875604	150.28005779898353	148.068125066599	141.68404556381552	186.23814879203013	178.86719032559745	158.63790820441656	150.7764528968675	151.74860759049406	137.16829439290422	161.5581418996145	130.8750485412762	154.15240040306534	196.31585572008206	127.32329793974337	129.30412025569208	182.4577928684802	133.7881299509993	150.40605244888576	186.09467657553287
YAL023C	230.64447865000963	237.6586178158661	265.68775486752986	238.45082898138617	226.64699608808417	127.2056719275741	231.27431675294133	224.40097184505473	278.63135364442553	245.92514434983545	227.32793714009483	112.52492016838791	247.1172616845448	227.0716299117615	246.08662372417857	158.4990585182336	222.1650177508467	135.07906710193535	228.93642612954616	205.48785290190403	258.3047631414642	139.29529860970445	202.08938965730746	124.90548198149769
YAL024C	56.76544091887451	42.55953361906628	44.16680028861781	64.52641358064231	39.5808498331093	39.97768979436287	54.15331944395591	43.179899600400915	47.52568015602221	59.187049852390324	41.605680258509004	25.6039926255333	40.89225636122787	40.13018802760627	45.6601218392012	24.879817965102415	30.173982466801174	25.12941499942538	39.515030519270006	32.56143220909135	52.83367452530418	29.593109876104112	31.590973048733314	25.316447828577363
YAL025C	262.84634375560216	268.2869258527069	309.8808239248848	261.92352858808164	285.0275015173952	255.9149185709309	258.0243906036657	289.755765124273	293.1970535882485	291.4599401041215	310.0661450506379	297.8012698486083	255.76047031685238	267.4112559662205	325.419966301136	280.03546996420175	318.82250925785985	289.3090810781638	299.7005775404718	281.9301521802038	299.0585529780604	314.6735219650997	353.20898311790006	305.90146424897284
YAL026C	104.44874486965237	83.72436705828125	107.89585565190681	106.84416950532999	98.62827289012105	64.53037863643503	102.93997521700241	90.28981334041	114.22760874728168	100.59076765852983	104.89188099390458	66.37106103130995	106.5426036897634	88.00983888038047	100.68642251721292	71.53837561712528	93.3415147511803	72.70642524110775	87.83232398539339	76.77059706470034	117.5586153212128	54.56226714539532	79.94506211802836	64.98153058624663
YAL027W	182.7360367698808	201.0993328673175	191.73245979533192	168.84076525493512	202.10971446031434	200.6756327371042	196.29924272836868	191.91066489067072	181.89147745577085	167.93822104375514	198.7826945684319	202.68432942238616	185.7189976405766	192.35361611218684	174.26496204902236	210.92219661065482	193.8061609699415	175.3857972781246	185.78935510578086	199.1080280480466	164.07791144247244	207.89020360703836	180.21076627560464	165.14133421208481
YAL028W	40.13083383828498	63.93298059901897	68.9716314648366	35.36300508978339	65.414508975868	47.840018399676424	51.93674975102929	59.84861084320274	75.00138776290437	43.02844050393362	64.12934356022022	47.46114953668997	67.10138635745604	66.90401865913445	45.16082186433815	54.041617991511025	51.091624169010906	61.09595060137593	60.8889483119786	68.91609974412108	44.15626146172421	47.07396837906451	45.89461912423421	54.16720233427079
YAL029C	156.78362337249305	146.21151071532435	147.1802647866671	161.4969491298693	153.33161804768122	152.01281594050008	155.33761957891267	161.0818264578079	157.69319266428838	159.7187561031268	157.79511456971576	163.04615331952877	155.08659934340264	152.31103958050565	143.3778001708983	133.26306678346236	142.208108741784	168.14535036380218	139.85984939948526	143.28071582412002	154.66114758809135	119.46516329524114	128.4647697129525	152.74917429251556
