Gene	SRR333731	SRR333732	SRR527798
YBR058C-A	1.2107232026469532	0.8035255052839377	1.0295505137608776
YBR059C	4.4314345936299535	4.501352653971649	3.5088985349832336
YBR060C	1.3342080694258494	1.2255067187929871	1.2136630436063003
YBR061C	1.1667069066080227	1.1689614482388622	1.6013377692847972
YBR062C	1.5191262638811427	1.4266317764183583	1.4521151862333515
YBR063C	0.9078173045836031	1.31822267386797	1.0961785302027736
YBR064W	0.25583055459970633	0.09407668303879667	0.4605189622348883
YBR065C	1.3037080375510126	1.5321340083592647	1.4727695080565784
YBR066C	1.1689614482388622	1.4272460233170932	1.6230057909606788
YBR067C	10.199541120598747	8.914949918731832	9.76669227681463
YBR068C	4.718327975383966	4.720626624516148	7.224156693639491
YBR069C	3.9472911763865235	4.357783861344105	4.385710241705577
YBR070C	1.1532047021487692	1.2382378230394284	1.6196780091393737
YBR071W	3.3893163405463445	1.8679495871853635	2.431827649414146
YBR072C-A	0.060793829540498126	0.09407668303879667	0.07225061366584558
YBR072W	10.81015640473891	6.227864180886803	7.80663474266371
YBR073W	1.1031365907080777	0.9737398981179158	0.7910167738632395
YBR074W	2.131265273578322	2.4483363559526516	2.0119341956062615
YBR076C-A	1.0263352573221465	0.9993160728492916	1.0551719569287072
YBR076W	1.0356085589149702	0.8575383665791803	0.7152907950499329
YBR077C	1.5494727759415643	1.4768209663364271	1.8889412895444084
YBR078W	5.738547062903917	6.900381552617359	8.160510367419567
YBR079C	2.6853289484529004	3.1939859260868686	2.800214886656216
YBR080C	2.144890334417794	2.7315121192629155	2.7893385728069493
YBR081C	2.719341678209239	2.3040494780829137	1.8656122921080538
YBR082C	3.28538011547977	2.1220310761730024	2.3420430098654794
YBR083W	2.0831584562630443	1.8589321893521698	1.747802617367464
YBR084C-A	4.481135034766768	3.637563437356669	3.75271321791057
YBR084W	1.9455556625242654	2.367053223146858	2.591237555894897
YBR085C-A	4.784804380362973	3.638650125779378	3.4771198844243774
YBR085W	0.3814879418882996	0.25583055459970633	0.3844484752166766
YBR086C	4.665426098614287	5.153694329883986	5.129892741834828
YBR087W	0.9507457761261745	1.1401134944497313	0.9730493947980918
YBR088C	1.160486770655572	1.48919310983077	1.7792736050532816
YBR089C-A	2.127757296421675	2.5930588018649825	2.6900643227152035
YBR089W	0.87212406144714	1.303486047335719	1.2377759971748759
YBR090C	1.3741409251540493	1.4931385919427036	1.4846351584363795
YBR091C	0.7556868769909246	0.7142992389998066	0.837955906528516
YBR092C	1.5564224069784476	2.8708909729043635	0.7793018810467888
YBR093C	1.953106770249105	1.7393181532254094	1.6448702755279525
YBR094W	2.071412993538557	2.787002279476151	2.4739120569869946
YBR095C	1.6393361490978287	1.4101337527096889	1.5476580732993703
YBR096W	0.9792969387754891	0.8747525941770091	1.1756686200496684
YBR097W	1.4669568166348803	1.7322762965793785	1.4276896750519543
YBR098W	1.1349691817698786	1.1446779556835496	1.0561980101348227
YBR099C	0.060793829540498126	0.09407668303879667	0.07225061366584558
YBR101C	2.471907521266604	1.5658074584893515	1.5671394609221796
YBR102C	1.7159422779199134	1.6487756858184761	1.5323609757401264
YBR103C-A	0.060793829540498126	0.09407668303879667	0.07225061366584558
YBR103W	1.8202264190866784	1.6741048336912163	1.6008783584815605
YBR104W	0.5419077702183329	0.6160635677483824	0.7983323225574993
YBR105C	1.0323357526144148	1.1284531071396853	1.6747082997300928
YBR106W	1.9385927398365532	1.5857392543765376	2.188533373518475
YBR107C	0.977052512936208	0.8086606557779243	0.8018840340461219
YBR108W	3.4216873839397746	2.7761587750330166	2.209239445250577
YBR109C	2.4849192085540297	2.3686047915647688	2.60636383507786
YBR109W-A	0.5315816374076917	0.44847479500976695	0.6516913562099393
YBR110W	1.6684657613411378	1.7532179987764873	1.9976876306745353
YBR111C	2.431827649414146	2.3749171814102237	2.3448853637769105
YBR111W-A	0.8060042488683634	0.995548616578392	0.8734789096698959
YBR112C	3.243303271567622	3.3501961976849	2.9598179000548117
YBR113W	1.0099195635049858	1.0620092410591986	1.0610885679771462
YBR114W	1.3815260532633789	1.929803620629418	1.4964494325767415
YBR115C	2.0921179433293946	3.591189987858825	3.3953082884464205
YBR116C	1.645929686060901	3.6284393286354883	1.8282767466252423
YBR117C	7.80663474266371	9.718308625307394	6.640313305664817
YBR118W	10.574262456909707	10.464779104646581	10.280278690157264
