Gene	SRR2517449	SRR2517450	SRR2517451	SRR2517452	SRR2517453	SRR2517454	SRR2517455	SRR2517456	SRR2517457	SRR2517458	SRR2517459	SRR2517460	SRR2517461	SRR2517462	SRR2517463
Q0045	6.508913411146379	6.4842405688005735	6.68970274401712	6.13617220976214	6.310389900947978	6.031629198620254	6.028143506047837	6.41573750131383	6.557382184727108	6.220510705316173	6.609745464117811	6.508913411146379	6.8146302161237005	6.460765726030308	6.231904269880305
Q0050	9.471995685274207	9.112524713799722	9.319358897355142	9.088924950001225	9.375927700976172	9.319358897355142	9.112524713799722	9.13693039172888	9.471995685274207	9.644976805209001	9.644976805209001	9.718308625307394	9.959292194791908	9.603361528118322	9.52481585548779
Q0055	8.352582107985391	7.880422303718248	8.323076464926592	7.80663474266371	7.880422303718248	7.889413666890618	7.759289161437836	8.210394472430057	8.020791325790096	7.995929521708511	8.434821871571547	8.07782701578447	8.63309550036581	8.118473135183752	8.020791325790096
Q0060	1.6130450263421654	1.5678256608869892	1.3898996397560617	1.1939008328992853	1.3146633856901757	1.322389847411335	1.3074560261431245	1.38626236452865	1.316859235599719	1.238019582997833	1.5295043430663409	1.4703271193736804	1.7012643811288246	1.458920742385653	1.379922466206536
Q0065	4.918502659545447	5.337772627779393	5.444885532704093	4.761522713558635	4.784804380362973	4.939903495757593	4.540048371986402	4.964737367963922	5.108253646737072	5.2311441328757216	5.337772627779393	4.991099547910796	5.458075625872152	5.129892741834828	4.87605932729867
Q0070	1.0815814869965255	1.160746274142303	1.0951679460904327	1.0409150570591736	1.003553901204516	1.0815814869965255	0.999908545429432	1.0143954244660451	1.072912347507133	1.0701663811204902	1.0220755989228816	1.0029088769594923	1.066870149221347	1.0574312003932411	0.9552307699434832
Q0075	0.9611980820595923	0.9550981304500247	0.9552307699434832	0.8704142608547896	0.9613685551393811	0.8733427127574358	0.9743052259343197	0.9646265527255719	0.897260499424777	0.8334706518014015	0.932631606067414	0.9470830565587531	1.0347381883941082	0.927923912190785	0.9001965288365456
Q0080	0.25271454514584757	0.07896732466064874	0.08903479605704027	0.2990570647739067	0.076461414814712	0.0676646443126364	0.07728901071736932	0.07854303402719548	0.07604167921554317	0.05991785287024575	0.07896732466064874	0.07978963743328191	0.0962134072131199	0.07978963743328191	0.060793829540498126
Q0085	3.7230152890670514	3.5290247730211393	3.4473028895817546	3.093344163591614	3.2688150162152056	3.2008339971124427	2.661225879500874	3.321459275422391	3.4456635392168127	3.5359051707531277	3.7483548991793736	3.7753460665728644	3.977265146748268	3.7021639595886477	3.360504157521326
Q0092	0.06933507313945372	0.07896732466064874	0.08903479605704027	0.07688096762005135	0.076461414814712	0.0676646443126364	0.07728901071736932	0.07854303402719548	0.07604167921554317	0.05991785287024575	0.07896732466064874	0.07978963743328191	0.0962134072131199	0.07978963743328191	0.060793829540498126
Q0105	5.458075625872152	5.444885532704093	4.598872442713249	4.091152378277114	4.022210565855373	4.345100504035207	3.671598316634884	4.391961552362714	4.7431600173775035	4.65640673168101	4.677605205462388	4.5666376645655	4.840408476610124	4.5791405736007915	4.357783861344105
Q0110	1.6137712897320107	1.5174308363967275	1.3337051862691387	1.2045443510834029	1.2158912996647506	1.4063600036864998	1.2434404156409642	1.2316610432389798	1.3281722208927422	1.3192058760311487	1.5000799199799935	1.4521151862333515	1.5496970182400367	1.4648520664989015	1.2384346921671971
Q0115	0.9065148480676977	0.8758192971028678	0.8401416707405627	0.7831893122957334	0.7980291658959144	0.8090459433061302	0.8464496693006938	0.8143260860542362	0.8104837775900818	0.7724329019330936	0.7936145939644469	0.876825330330889	0.8472362565758081	0.8507753593602431	0.7036732217106971
Q0120	3.8691882660683206	4.032566056248245	3.3310775484059496	2.8708909729043635	3.1385986991979893	3.181823476589524	2.833783733184437	2.9710294126625185	3.881007457996392	4.022210565855373	4.356020865238346	4.0453489005827254	3.9216960178377107	4.017059422787958	3.6406285928384454
Q0130	4.87605932729867	4.973675280173218	4.850972358072251	4.357783861344105	4.044020079094437	4.563463528266924	4.360623602379331	5.123519001666763	4.603291316450904	4.3653137888934594	4.9624374880211874	4.850972358072251	5.214611347083714	4.815903509084704	4.598872442713249
Q0140	0.6489281862788827	0.6164141227015207	0.6288721268441373	0.6655667542557178	0.6557617739994056	0.618856602281112	0.7201504356193501	0.65299961809661	0.5830511900126061	0.6421947082582729	0.6611245480453573	0.6785540680827926	0.6615137566674822	0.6963316838455941	0.58727756212579
Q0142	0.36032544767482366	0.450650137424209	0.08903479605704027	0.2990570647739067	0.076461414814712	0.48474309576267044	0.07728901071736932	0.47558350370283164	0.07604167921554317	0.2181837281279414	0.4435675774078055	0.2752891334505877	0.4165730420613326	0.37039413573391883	0.34114423456568505
Q0143	0.5421714272447993	0.5296285811266285	0.5706480231546344	0.6491110480383165	0.6330048461543683	0.5430430487644909	0.5898435543745926	0.6081223840738659	0.6408197130769728	0.5862402987461439	0.589384569449884	0.6621881277656998	0.6042245827787812	0.6882903811407353	0.6549390012366636
