	WT_1	WT_2	WT_3	mct1_1	mct1_2	mct1_3
AAC3	7.56998	5.88333	6.98865	11.2319	11.8126	11.5566
HAS1	10.1629	9.90827	10.3668	8.83733	8.97035	8.82304
MEC1	7.70442	7.46326	8.01878	10.2797	9.76675	10.5111
QDR3	7.15349	6.90842	7.45341	11.2836	13.0557	11.8799
TYW1	11.9667	11.6769	12.8404	8.93993	8.41008	8.7782
YAH1	8.28698	7.64727	7.64522	4.6542	5.43994	5.09146
YMR147W	8.1986	7.80227	8.75446	11.0368	11.8062	11.4207
ATP1	11.5527	13.1936	10.3478	4.34212	4.40913	4.14036
PYC2	5.78914	6.87698	5.88121	12.3912	10.6845	11.5767
TIM18	10.2009	9.28461	9.93116	6.64826	6.99872	7.23037
FIS1	9.68365	10.5909	10.3524	6.99393	6.20295	7.0731
MSC1	4.5124	5.05142	5.01675	10.9089	10.7364	13.0193
SSE2	7.21286	7.35169	7.576	9.50041	10.3057	10.3951
OCA2	8.15864	7.94162	8.68174	10.6665	11.3679	11.4157
TIM21	9.49063	8.66298	9.34445	5.05699	5.78744	6.08947
YCL057C-A	13.7585	10.6887	12.282	3.76322	4.51784	4.25574
HIS4	0.712544	0.755713	0.819424	1.57228	1.80875	1.95231
YMR210W	13.0445	12.0629	13.3612	7.68593	8.8237	8.39203
GRX8	11.718	10.9903	11.477	8.35646	9.01574	8.93101
NAM2	10.2593	10.0477	11.1244	7.57435	7.56381	7.58789
PET494	11.8063	10.0513	13.0136	4.09302	4.1139	3.69753
CTA1	0.722798	0.705114	0.704415	3.17136	3.02459	4.00752
GSM1	9.32927	10.6518	8.24693	3.20038	3.23218	3.40245
ILV1	9.04924	7.73145	8.07055	4.34992	4.84029	4.61004
YER077C	9.88212	10.1173	11.1607	6.80105	5.98854	6.17724
YRO2	8.49801	9.26323	10.7714	2.9	3.6642	2.5866
FMP45	0.807851	1.72544	1.81125	6.11312	7.23777	5.69374
ERG28	7.03642	6.0447	7.44481	11.6176	13.1085	11.9208
YDR541C	8.0678	6.22241	5.68245	13.2577	14.8398	14.4143
SEN34	8.9343	9.13055	9.19489	10.8068	11.5864	11.4406
PAC11	9.03981	8.52797	8.2979	11.6701	11.0487	11.0416
RSM24	13.2552	10.6631	12.1898	4.60455	5.52892	4.41953
YLR177W	8.18386	8.43647	9.40249	12.294	12.4164	11.8767
YPL168W	10.0399	9.34521	10.79	5.94796	5.90692	6.47343
GPD2	7.20679	6.44008	7.21904	11.1833	12.8427	11.55
MOH1	2.07052	2.78353	4.27803	12.9776	13.7473	16.7443
MRP13	10.4816	9.82549	10.8334	6.72155	7.5265	6.85104
PDS5	9.01412	8.41222	8.7001	10.4299	10.9552	10.7967
YJL133C-A	8.06844	7.01603	7.94258	14.4951	17.2787	15.0145
AFG3	10.1036	9.70446	10.8302	7.4397	7.30623	7.21461
MRPL40	11.0765	9.33586	10.3502	5.04817	5.88008	5.14756
ATP20	9.86122	12.8262	14.0901	1.63645	1.43408	1.25073
ATG23	7.13531	7.36707	7.51005	9.82989	11.0248	10.5923
SUT1	7.24964	5.47037	6.63667	14.142	17.3674	16.8237
LRO1	9.05052	8.2955	8.79397	10.549	10.7356	10.701
STR3	2.27213	2.11316	2.44572	3.18352	3.10147	3.26107
CCP1	9.49081	8.82322	9.35865	6.61246	7.17698	7.07593
CBP1	10.6114	9.36435	10.5381	5.52562	6.43658	6.19892
SLM3	9.85402	10.8054	11.2275	6.9561	6.41572	7.06028
TDA1	8.54562	7.36051	8.16	13.1233	15.1243	15.2282
IMO32	9.41536	8.53212	9.62839	5.39797	6.18891	5.54289
CAB3	7.59478	7.83584	7.6342	8.52175	8.70694	8.8428
LAC1	6.46727	5.49527	6.28567	13.1779	13.3685	16.0215
ERG12	8.45826	8.16029	8.84058	10.5704	11.3278	11.1324
PEX3	7.65171	7.58574	7.47996	8.90647	9.52418	9.48969
ERG6	8.31353	7.81745	8.04856	12.5122	11.5078	13.2292
MAE1	3.4879	4.02238	4.18147	12.7083	9.82577	12.24
YNL194C	0.510422	0.818267	1.00433	2.79366	3.68959	3.29599
PDR10	3.48589	3.80143	3.5342	6.03629	5.2813	5.93529
GEP5	11.3382	10.9633	11.7024	5.32665	7.25092	6.44295
SDS24	7.1081	6.74249	7.81323	9.98341	10.3882	10.6906
MSN2	11.1965	10.7144	11.597	8.25227	8.84551	8.65871
VPS28	7.88472	8.03949	8.27018	9.30026	9.75388	9.70695
YHR112C	8.68805	8.35297	8.47303	11.4727	11.2681	12.4859
ECM38	7.10583	7.10124	6.97644	11.9434	14.0158	12.0546
TCM62	10.8763	9.90272	10.9773	6.94588	7.64841	7.20945
IOC2	7.9909	7.82058	8.29041	9.64642	9.44753	9.93792
CLU1	11.5283	10.177	11.0222	7.17272	7.69818	7.2304
AIM24	12.1967	10.1402	11.9613	5.26438	6.04834	4.95879
YLR072W	7.87455	8.0068	8.6566	10.3223	10.278	10.67
PEP4	7.91344	7.10261	7.92559	10.913	10.8475	11.8902
RDH54	12.3844	11.776	11.4149	9.23522	9.51154	9.02592
MRPL25	12.9907	10.8566	11.302	5.46202	6.40289	5.46056
MZM1	16.4742	12.8281	15.8137	4.31081	5.93117	4.59252
YRR1	7.55563	7.41869	7.05407	10.8075	12.5152	12.2255
FOX2	2.40214	2.95384	2.62486	4.47992	4.49591	5.04441
MRPL23	11.1338	9.99251	10.4328	6.11716	7.17206	6.00773
NUM1	10.8864	9.93897	10.8605	7.58954	7.96978	7.9182
YDL057W	8.63637	8.82867	8.46006	9.58074	9.48767	9.55349
NGG1	8.0964	8.59951	8.09709	9.98495	10.6385	10.3883
PUF2	9.97234	9.51653	9.40896	11.1159	11.4637	11.5012
MGS1	9.24269	8.90852	8.78068	10.4909	11.1038	10.8245
SHE9	10.9754	9.46159	10.3752	6.02007	6.71719	6.133
DSS1	10.4172	9.6124	10.0753	5.36192	6.82085	5.63647
SCS22	8.18543	7.1311	8.43581	11.725	12.8779	12.0115
MRPL28	11.3283	9.91313	11.0557	5.88006	6.9866	6.16913
CHS1	10.9581	10.385	10.5836	9.07854	9.28535	9.00238
UBP15	8.32821	7.87798	8.40546	10.6139	10.3485	11.2497
GUD1	7.6215	8.45993	7.48237	11.1365	10.8763	11.8699
KTI12	6.65838	5.9851	6.20966	9.54345	11.1666	10.5317
CCM1	10.6946	9.5751	10.4942	5.72783	6.92843	6.36923
COX6	14.254	13.5542	10.6643	4.26398	3.10891	3.52366
GTT3	8.12219	7.65379	8.45672	10.1248	10.6512	10.2313
COQ5	12.6261	11.0327	13.3601	6.19125	6.99865	6.25433
KRE6	12.667	11.8697	12.6533	9.09921	9.94924	9.24515
UBP11	8.15018	8.28977	7.42727	12.6364	11.1786	12.201
UPC2	7.78138	7.77865	7.56797	12.041	14.0979	14.2927
SEA4	7.64724	7.58633	8.20178	9.66511	9.62727	10.1096
MSC2	8.27103	7.78974	8.07811	9.54841	9.58179	9.23993
MRS4	10.3419	9.10342	9.97292	6.25556	6.8804	6.5079
MET6	8.59883	7.95747	8.08467	5.8282	6.4402	6.03866
IMA1	8.18436	7.09237	8.51142	12.7095	14.4671	13.0243
YPL109C	8.56259	8.37662	9.68317	5.44941	4.76549	5.4154
YKL107W	2.11641	2.21934	2.2185	4.59575	5.95492	5.55834
COX12	9.80117	13.6662	10.8414	2.40745	1.16596	2.16086
FUS3	13.3768	11.7398	12.52	8.17743	7.32754	8.48144
IXR1	7.42728	7.33368	7.84877	9.77608	9.176	9.84924
YLR211C	7.60623	7.42697	7.40484	10.1444	11.0996	9.89136
ARO10	10.1467	14.2775	12.5039	3.02249	3.12716	2.87334
YGR035C	7.64497	5.98495	6.77674	16.9153	22.4617	20.6656
ACF2	8.58872	8.42822	8.69719	9.31857	9.32705	9.53848
YDL119C	9.91177	8.91138	10.4055	6.41162	6.29426	6.29027
PHD1	5.91154	5.4689	5.43503	12.1165	11.832	14.7592
LYS4	10.0146	9.16463	9.94319	7.60005	7.16994	7.41494
PIC2	10.2312	12.817	13.2267	4.85724	3.28656	3.9884
NKP1	8.50541	8.08128	7.52999	10.3558	10.7129	11.0451
YDR132C	8.12954	7.68683	8.1365	10.3624	11.5914	11.3471
MRPL24	12.6209	9.93694	10.8407	4.72989	5.15585	5.04471
SCH9	8.30245	7.97313	8.48667	9.39058	9.51738	9.60495
RRN7	8.18858	7.68667	8.17573	10.0604	10.1532	9.5537
OPT1	7.96232	7.25895	6.57751	12.263	13.8665	14.7596
SHM2	5.13592	5.01128	5.27418	5.95818	6.16911	5.88954
YPL245W	12.9589	13.3679	12.1633	8.4699	9.48986	8.10321
YOR059C	6.18281	5.75917	6.91951	8.79596	9.02641	8.91232
YFL002W-A	10.8103	10.9036	10.3596	17.1247	15.077	15.2471
YKR011C	11.4247	11.0696	10.6434	8.29689	9.04464	8.70188
MSS116	10.735	9.80745	10.6576	8.06916	7.63661	8.04182
SEC20	7.73887	8.43957	8.1786	10.575	9.92736	10.5611
BAG7	2.60289	2.18694	2.37705	5.42511	4.35128	5.10613
CIS1	8.02939	7.70502	7.82036	10.6397	12.2393	11.3615
ACC1	7.97096	8.05793	7.10414	11.0722	10.334	10.4129
PYC1	4.4261	5.39915	4.63801	19.47	14.0562	16.8116
HST2	8.84905	8.5024	9.6059	12.0738	11.4845	11.6965
MLH1	8.35645	8.4439	8.76806	10.0106	10.1021	10.629
YMR144W	9.13232	8.86652	9.42851	11.1686	12.1648	12.0414
MRPL32	11.6537	9.99833	10.5104	6.14722	5.42538	6.72021
PHB2	9.60662	10.4245	9.79589	7.35394	7.23954	7.92577
MUM2	11.2966	10.6726	11.8522	8.75024	8.73424	8.52307
PMA2	1.29539	1.66017	2.10819	6.65197	9.52784	8.2688
OXP1	9.06958	8.60845	9.14239	10.2333	10.1879	10.3917
AZF1	7.13002	6.35062	7.04233	8.64706	9.00787	9.00978
SPO14	8.02945	7.5274	8.23455	9.48154	9.72701	9.83831
IPK1	8.7507	7.99337	8.14006	10.5783	10.1125	10.6767
GSF2	8.93371	7.82673	8.40886	11.03	11.9602	11.5158
STP4	11.1451	12.803	14.656	5.31004	4.20976	5.15907
LIP5	11.9675	10.4636	12.4074	6.76626	7.31858	6.43835
DLD1	4.82343	4.9759	5.1565	19.8755	14.6415	20.0505
MDM36	10.9581	10.0864	9.74681	5.76445	6.94582	6.71349
RPN14	7.66669	7.31852	7.76332	9.23676	10.0507	9.53587
KAP120	7.51707	7.627	8.25092	9.72104	9.5611	9.46026
MRPL3	10.0146	9.32572	10.3765	7.44655	7.71203	7.41819
IZH3	6.61113	5.08877	6.16125	13.6055	17.1481	13.9716
LCL3	9.21567	9.51918	10.3369	6.11776	4.59996	5.76802
YKL151C	7.0523	6.53347	8.16814	10.9817	10.833	11.5054
HAL9	7.69607	7.52606	8.61868	11.0448	10.4464	10.7546
YJL206C	7.89964	7.12968	7.68585	10.1602	11.4746	10.8458
TAF11	9.36478	9.18296	9.21266	9.89521	9.88091	10.126
SDS23	7.86511	7.91701	7.54029	8.82764	9.12024	9.28207
RSA1	8.92264	8.10558	8.45377	10.7702	10.5105	11.25
FAR11	8.44871	8.36918	8.47264	9.36822	9.87864	9.48977
HXT7	8.7108	9.0277	7.2345	12.2398	12.5134	12.7507
STR2	4.82638	4.67869	4.81165	6.64668	7.72791	6.99431
ANP1	9.12132	8.51265	8.7251	10.2033	10.6877	10.6525
SMF1	11.292	13.2986	11.387	7.38417	7.08535	6.98899
YKL023C-A	9.32837	8.87479	10.4364	4.59092	5.70809	5.59209
GTB1	8.25266	7.63361	8.40909	9.8089	10.244	10.1429
GUF1	9.91251	10.1359	10.3236	6.64831	5.93434	7.51321
MRP2	13.5183	10.1668	11.7334	4.32889	4.93982	4.72725
APL3	9.06377	9.04775	9.3751	9.92398	9.96716	10.0525
TDA10	8.02761	7.80872	8.33733	9.68039	10.5082	10.2525
MRPL31	15.7559	12.063	11.5692	3.78344	3.02446	3.55754
ATG14	7.34225	8.31773	7.98308	9.87759	10.0498	10.1566
ADE17	1.98901	1.54562	1.85011	3.71774	4.82563	4.33649
SWI5	10.2171	10.9987	11.4935	7.85913	7.2025	8.00472
NYV1	7.6547	7.11564	8.4633	11.0548	10.4838	10.9307
DED1	10.8072	11.2176	10.6706	8.65979	7.53094	8.3788
PDR16	9.16354	7.719	8.35946	12.3434	13.754	12.4379
YMR295C	10.8738	10.3504	11.5105	8.59417	8.19142	8.20146
FRE8	8.21296	8.19233	8.8898	10.2556	10.9435	10.6093
YNR064C	4.85847	6.12047	5.45549	8.24625	8.13762	8.00373
SMC5	8.06246	7.56973	8.14873	10.1871	11.4628	10.8718
OM45	8.40468	8.52079	9.37916	4.99963	6.15655	5.41226
PGM2	7.68263	7.58075	8.7679	13.3512	11.7332	13.5215
FSF1	13.4971	12.4748	11.36	6.83328	4.98123	6.8655
ENO2	8.11552	9.01369	7.71633	11.3572	12.4771	11.7228
ARO9	9.92653	10.8012	10.1575	7.87613	8.23334	8.38368
SRP102	8.64216	8.44152	8.95689	9.93617	9.81307	10.1722
YPR114W	7.39984	8.03342	8.43001	11.0375	10.3291	11.2916
AIM31	10.671	9.28795	10.1396	6.80383	7.29948	6.77055
SWT1	8.66243	8.41192	8.6187	9.91061	10.6652	10.1223
STE5	11.4626	10.8097	11.7307	9.06199	8.66257	9.30819
ORT1	4.50089	4.62775	5.13638	3.42161	3.08154	3.15041
GAT1	10.1031	9.63508	11.3155	6.51979	6.93098	6.82199
YOX1	12.0748	10.6619	11.2722	7.85997	8.54533	7.99014
HAL1	11.0107	10.5192	10.8434	7.8286	8.89059	8.50433
YUH1	8.23806	7.66923	7.87484	9.79473	10.6129	10.8347
YLR132C	10.0545	10.204	10.5004	7.61295	6.26119	7.48723
FRA1	7.33017	7.23587	7.75622	8.70142	8.53588	8.81166
SNU114	8.71973	8.22859	8.75054	9.69785	9.81177	9.88739
MRP1	9.64759	9.94668	10.5977	8.18394	7.82182	7.78514
LEE1	3.57063	3.4727	3.20633	2.26366	2.55741	2.49963
MRPS8	10.8148	11.7802	11.8074	7.3159	5.30858	7.05684
SDH2	12.5689	18.699	13.6656	2.26262	1.97173	1.53294
TKL2	5.11113	4.71904	5.56217	11.3634	15.5218	13.8211
MRPL4	10.2644	10.3274	12.0617	5.99886	4.37407	5.94918
PET191	10.6694	11.8068	13.142	6.19721	4.03934	5.61128
PST2	8.2477	8.30968	7.64283	10.1531	10.1936	10.9993
YNR040W	10.742	9.76359	10.2674	8.34664	8.15256	8.34062
SOV1	9.36748	8.77319	9.71479	6.84102	7.28474	7.30728
MET10	7.69408	7.23381	7.73869	9.33988	10.35	10.2059
PEX2	7.9037	7.74697	8.20885	9.80032	10.7217	9.90074
CDC45	9.6811	9.11559	9.40139	11.157	10.6442	10.8827
YMR196W	7.07945	7.77535	8.32415	13.0631	11.4853	13.6392
SWS2	11.4004	9.53191	12.1501	4.29733	5.79677	4.78642
TGL3	7.49294	7.61614	8.33995	9.5821	10.0232	9.80741
FUR1	9.74482	9.66104	10.0776	8.12971	7.22437	7.94578
GNT1	9.17991	8.70712	9.82191	12.5983	11.6569	12.0484
SIP18	0.226552	0.482436	0.494303	1.27419	1.76883	1.57021
MIP1	9.64436	9.05623	9.83079	11.1814	11.6372	11.8256
RIM4	15.6651	16.1252	18.6374	9.2503	10.3404	8.14008
YDR119W-A	13.5316	9.98899	16.6291	0	0.883033	0
MRH1	10.2116	8.93177	11.2212	3.90558	5.36956	3.50114
YHR078W	8.62953	7.88318	8.59567	10.2324	10.8966	11.063
SDA1	11.9752	11.0814	11.7959	9.44692	9.76838	9.75487
HSH155	8.17826	7.83145	8.24639	9.63341	9.68997	10.3748
YKR018C	8.42628	8.1286	8.6869	9.77739	10.1058	9.63678
RPH1	8.00672	7.52246	7.87331	10.3297	9.77384	11.0023
SIR3	7.97497	7.38886	8.20971	9.5976	10.1658	9.76511
YOR238W	8.41724	7.63565	8.44415	10.0271	10.5986	10.7366
MON2	8.14652	8.06882	8.63654	9.90863	9.5056	9.92733
NBP1	8.64371	7.88421	7.61908	10.0303	10.3071	10.1267
MPT5	10.893	10.9541	10.9196	7.21777	8.57501	6.94162
RAX2	7.7445	7.06607	7.45387	10.4941	11.5353	9.995
GRE2	9.05232	9.25146	10.0717	12.913	13.5048	12.096
RKM3	8.55013	8.3333	8.81111	10.1875	9.76589	10.4271
GUT2	10.3958	11.6313	11.5436	8.17036	7.67101	8.51642
TIP1	8.94098	10.1955	9.48843	16.3359	17.8842	14.5714
CYC2	10.3597	9.15524	10.5885	5.47114	6.84701	5.78035
MRPL7	10.8627	9.40056	11.3596	5.97796	6.83139	6.04056
RAS2	8.498	7.14429	8.38585	11.4363	12.7423	11.6023
AFT1	7.81487	7.00328	7.72031	9.24757	9.78761	9.89165
HIS5	2.1253	2.52123	2.45938	4.63002	4.01752	5.10525
UBX6	8.0473	8.86666	8.66355	6.62392	6.64989	6.97505
MET14	6.23946	6.06689	6.17446	9.0468	10.6935	11.0935
FZO1	11.8922	10.7026	11.4015	8.25305	8.99577	8.72996
MEC3	8.22488	7.84899	8.57288	10.6919	10.3212	9.86542
GEP4	10.0675	9.70094	9.48706	6.38125	7.56139	7.38025
CST26	8.67749	7.72088	8.42027	10.9762	12.0694	10.944
LIP2	10.0942	8.58988	8.85695	5.7961	5.6852	6.28449
SGA1	5.05101	5.50568	5.10925	9.2453	11.5454	9.47598
PAR32	8.35005	7.57675	8.21174	11.0328	12.4371	11.0107
TIM17	8.48715	10.2454	9.41637	5.75734	6.22979	5.75484
MRPL13	12.664	9.98323	11.684	5.60678	6.57898	5.79699
HXT5	0.16638	0.392993	0.393312	1.4608	1.98922	1.40893
CDC13	8.82794	8.52103	9.01313	10.2196	11.0737	10.9295
YGR266W	8.12775	7.49669	8.32927	11.0172	9.98206	10.7853
DOP1	8.67383	8.27381	8.99412	10.1082	10.1467	9.93535
YPL014W	12.1049	11.4959	10.9503	7.5886	8.89754	8.26018
ADE3	6.77053	6.1835	6.70167	9.30258	8.50295	9.73351
JEN1	10.7407	10.8697	12.473	15.4582	16.002	17.1534
COX20	9.86307	8.89801	10.1561	6.9936	7.29108	7.05268
ACB1	8.54787	8.54592	8.29086	10.8165	11.1255	10.0218
YCS4	7.72233	7.5594	8.13399	8.97214	8.8586	9.00332
YOR052C	14.4269	12.4965	15.6173	8.29116	8.3416	8.2987
KRI1	8.45963	8.00043	7.96788	9.48907	10.1801	9.73318
FET3	13.0224	14.0717	14.0827	8.54744	6.89074	9.5017
UBP1	8.46081	8.56838	8.83716	9.77596	10.0293	9.5405
ASF1	8.57586	8.60309	7.94833	10.9266	11.8288	10.5954
PDI1	10.8894	10.929	10.6103	9.65632	10.0287	9.64945
IKI1	8.43086	8.68241	8.52771	9.79847	10.299	10.6858
ECM30	8.28262	7.98515	8.46032	9.52104	10.2965	10.0438
SPS100	0.0496511	0	0.0368983	0.391823	0.659001	0.554113
VAC8	7.79167	8.01066	8.33464	9.36568	9.1243	9.57881
PFK2	8.50237	7.9626	8.41398	9.73718	10.3625	9.78312
SPC97	8.97049	8.25397	8.90956	10.3478	10.7871	10.2958
MMR1	10.1578	9.34068	10.5371	6.93124	7.71419	7.38407
MBA1	11.5427	9.37865	11.3554	5.66689	6.55705	5.61013
MSH1	10.7607	9.76461	10.6489	7.74397	6.82803	7.889
RIM2	10.7603	8.78472	10.3499	5.1909	6.26079	5.31735
YJL055W	8.39058	8.89561	8.79163	11.7987	10.6054	10.9697
OGG1	9.81013	7.94555	8.58155	12.8864	15.0134	14.0039
ISA1	9.18551	8.84074	9.7985	7.27068	7.52422	7.50922
CHA1	10.861	10.6813	12.0837	5.93168	4.11777	6.73416
MLP2	9.33469	8.48047	8.77008	10.3798	10.4898	10.5335
TBS1	7.88117	7.07603	8.26555	10.3168	11.0886	10.222
BIO4	12.1748	13.3883	11.4541	7.88115	8.88967	7.94733
PEX28	6.52997	7.25714	5.86696	9.86609	11.6324	10.4941
SAL1	13.6538	11.6016	12.0538	6.99221	8.48706	7.44606
PCL10	9.14074	8.79173	9.50713	12.0746	13.2505	11.7019
OAF1	8.23016	8.49014	8.88639	9.69887	10.0565	9.94842
MAG1	8.2796	7.73164	8.53743	11.4294	13.4488	11.9048
NEM1	7.42128	7.03631	8.33344	10.1404	11.1601	11.2207
SHM1	11.3314	10.6868	10.5113	8.78389	9.14737	9.24626
SAC7	8.80999	8.92729	8.53746	10.2641	11.0859	10.3233
GPI8	7.05447	8.31851	7.92836	10.3199	10.5617	11.2931
FAS2	11.6449	12.894	10.8063	8.07251	8.01458	7.84957
TUF1	11.5686	9.57349	10.6759	6.28201	7.16779	6.48743
TCP1	10.4151	10.0081	10.8144	8.8762	9.03375	8.87236
ICE2	7.57302	7.43933	8.15409	10.0718	10.8932	9.74896
SNO1	0.379504	0.301423	0.357302	1.04056	1.57351	1.44317
ILV3	8.36436	7.62001	8.50054	5.76243	6.43836	5.99698
EMP46	6.72933	6.68029	7.5672	9.35843	10.5051	9.56985
YER121W	2.36611	3.2186	3.31308	5.10236	5.19968	5.9107
YBR238C	8.46748	7.45552	7.7036	11.3038	10.1497	11.3331
YDR341C	8.39215	8.12697	8.25098	7.39592	7.69867	7.46401
LSC2	9.76662	10.1962	10.2937	7.67021	6.42981	7.73745
CRP1	8.41627	7.19187	8.40913	10.6787	10.5675	10.4178
DFR1	7.52458	7.64111	7.1474	9.91416	11.6652	11.5631
MDV1	10.7438	10.2665	11.1612	7.90172	8.86051	7.96441
LAP3	7.96736	6.77711	7.59436	9.93283	10.8141	11.2577
PET54	11.0094	9.4502	10.4675	6.37974	7.48105	6.75002
LRG1	8.46701	8.25986	9.08017	10.4722	10.1158	10.6851
MSF1	9.14392	9.09759	9.78242	7.6664	8.02004	7.57961
BAP3	10.4626	9.08742	10.3864	7.08393	6.33749	7.106
NDE1	12.4896	15.1937	11.4305	6.29483	6.29789	5.70124
GEF1	8.83028	8.70429	8.95467	10.2467	11.3436	10.8504
YPR003C	8.59229	8.30339	7.96434	9.76413	10.4597	10.6805
TAF3	8.85493	8.42754	8.6341	9.37912	9.56335	9.64077
SYF1	8.74219	8.37792	8.73571	9.54082	10.075	9.99722
ARP6	8.45458	7.97501	8.37131	9.71935	10.5743	10.6762
YBL005W-A	6.84717	5.68651	5.28087	9.99374	9.29379	11.0056
BUD32	8.93338	8.67432	8.77265	9.85379	10.6354	10.2348
GPM2	6.53677	7.74513	8.82493	14.7213	12.3683	14.7251
YNL200C	6.89495	7.50899	8.55963	10.4982	11.1691	11.3728
YBL095W	10.5846	12.631	15.1388	4.58364	4.98817	4.75687
CYC7	12.5435	10.0723	10.1168	5.90408	6.12035	5.76546
PST1	12.5953	11.295	12.9057	6.95775	8.45228	6.12693
IMG2	12.8703	10.4473	10.535	6.10635	6.55072	6.56774
COQ10	12.5442	10.3703	10.7571	6.53357	5.20402	6.83069
NUT1	8.33478	7.86198	8.20595	9.70753	10.8497	10.3324
FUM1	10.6968	14.9575	11.883	5.18866	4.47698	4.65227
PFA4	7.9769	7.77835	8.44895	10.9957	9.81608	10.6748
YBR242W	11.9327	12.2334	11.556	10.7377	10.3731	10.2805
NUP157	8.57716	8.17117	8.52267	9.88419	9.53923	10.2665
PSO2	8.71819	8.27096	8.23227	10.1291	11.0707	11.3913
GIP3	7.84795	7.48603	7.98368	11.5626	12.6789	10.5337
HFI1	8.21101	7.98545	7.98203	9.29884	10.119	10.238
PAH1	8.48883	8.19586	8.37588	9.12093	9.57874	9.62168
COS9	6.75554	7.01903	7.98757	10.6568	11.749	10.154
ENO1	7.5524	8.76233	7.61374	11.3185	12.5447	11.0193
RLP24	11.2299	11.0267	10.8082	9.75994	9.99026	9.36026
DCS2	7.14094	6.11905	7.52134	10.4634	12.7001	11.4339
MTO1	10.1161	10.1765	11.4572	7.83916	7.89122	8.07799
PRI2	7.92809	8.07662	8.40909	10.46	9.72217	10.9025
PKP1	7.93065	8.89731	10.536	4.74304	4.40765	4.4862
EPT1	7.96641	8.54657	8.12837	11.6749	12.3057	14.1178
YGR042W	9.38829	8.83208	8.73408	10.1526	10.4267	10.2842
DUG1	8.93198	8.88915	8.95586	9.60155	9.41525	9.80553
ROG1	7.78711	7.44926	7.89325	11.8217	14.4281	12.0272
SAS3	7.9207	8.66931	8.51045	10.0894	9.91092	10.6029
YLR257W	11.9597	10.2614	11.3495	6.94742	8.18224	6.98263
YHI9	5.60432	5.21167	5.78692	6.74982	7.33886	6.89307
CTF4	8.99247	8.67781	9.21287	10.4029	9.95005	10.4125
UTP23	9.8664	9.28453	9.0961	10.9409	11.1446	11.6152
HMI1	10.2129	8.95695	9.71107	5.57453	6.52001	6.97669
CYS4	9.95788	10.9332	9.40107	7.36505	7.5471	7.33659
URB1	8.90082	9.076	8.8903	9.30563	9.42985	9.37833
GDI1	8.09686	8.15396	9.00341	10.9346	11.8963	10.7133
IOC4	8.69865	7.97564	8.52083	9.65173	9.79538	9.99736
DCD1	8.39362	8.54013	8.68268	10.8456	9.81984	10.5429
RSM26	9.02651	8.52013	8.42442	11.7033	13.8548	12.2797
SAM3	10.1328	9.6453	10.0831	7.86723	8.66865	7.87644
PET10	6.19532	5.47623	6.59994	10.5162	12.8783	10.3772
FAA1	7.23217	7.75786	8.08741	12.5591	10.4541	11.8788
NGL3	3.56624	3.13522	3.69787	5.8993	7.00247	5.60146
SWI4	8.13292	7.59058	8.60038	10.0811	11.0302	10.3608
HYR1	8.56918	8.49838	8.47139	9.35791	10.0455	9.67529
YMR31	10.5647	11.0073	12.2685	4.79962	6.34309	2.87192
FDH1	7.18834	8.95443	7.53198	22.7361	19.2329	28.1064
YDR109C	7.63173	7.83494	8.34418	9.34532	9.31786	9.80831
PSP2	8.30918	8.08039	7.97764	9.17968	9.96033	9.54741
SHE10	8.36395	7.39563	8.61813	10.3683	10.2505	10.3264
TPK1	7.17475	8.63811	7.84187	10.6833	10.6334	10.2129
CIN1	8.0865	8.20233	7.62519	9.41025	10.3591	10.2585
BNI1	8.85204	8.56028	8.56223	9.37855	9.83913	9.76604
YPR091C	8.34436	7.98793	8.44821	9.42904	9.38035	9.94445
RAD9	10.0367	8.97572	9.24046	11.4265	11.316	11.9101
SNX4	7.9083	7.9611	8.62312	9.46085	9.63233	9.84245
DRS2	8.89199	8.16658	8.73382	9.87337	9.86967	10.0926
CTS2	8.32144	7.20642	8.15162	11.0044	13.2423	12.2072
GPI13	8.81633	9.35373	8.61129	10.1568	10.26	10.2646
SHQ1	8.66003	8.45435	8.40867	9.21012	9.72709	9.5815
CTP1	12.8648	10.5599	11.0299	7.10959	7.43016	7.50834
CTF19	8.95562	8.25558	8.76929	10.129	10.4777	10.9733
LSC1	10.2684	11.6057	9.86593	7.57849	7.57571	7.23217
YOR111W	8.44416	8.48293	8.56511	9.64861	10.5006	10.589
SUV3	9.96326	9.96396	11.3184	6.93661	5.41168	6.98572
YGL140C	8.32105	7.63777	8.94937	10.678	10.3738	10.8388
ATP2	10.3794	13.919	10.3579	4.88648	4.48236	4.69458
ANB1	3.01238	2.60638	3.31787	14.1445	23.2004	22.7614
CKI1	9.53093	9.93787	9.65656	8.62538	8.91506	8.91488
ISM1	10.1071	9.4215	10.0105	7.97238	8.5741	8.20729
MAS2	9.95347	8.57903	9.52725	6.30219	7.1026	6.54776
NUP100	7.83765	7.50671	7.72652	9.49795	10.688	9.61113
RSM25	12.2209	10.6098	10.8109	6.24645	8.03187	6.83168
ERG1	8.37659	6.53844	9.26523	15.2888	16.3286	19.8208
XYL2	9.38053	8.84688	8.79103	12.5756	13.2918	15.257
PHO8	7.57067	8.35394	8.00315	9.28071	9.22479	9.35615
TDA5	8.58163	6.8963	8.77786	11.3629	12.3037	12.5581
YLR126C	8.80548	9.50252	9.78826	13.6352	12.0293	14.0279
