	WT_1	WT_2	WT_3	mct1_1	mct1_2	mct1_3
RPO31	9.8447	8.87979	9.52858	9.24839	9.32216	9.17193
PRP19	9.12216	7.90126	8.46916	8.1225	9.25266	8.98848
HBN1	9.66391	8.06697	9.5408	7.52863	10.1619	7.85505
HSL7	8.51223	9.26249	9.18198	10.6043	7.69804	10.353
YOS9	9.69943	8.95162	9.81717	9.25996	10.1983	9.68619
PIG1	12.1074	10.5424	10.7226	10.7574	13.2347	11.0172
TFA2	8.93474	8.2697	8.7418	9.27828	8.01025	9.57048
YJU2	10.5831	9.25095	10.2296	8.83368	10.6172	9.45618
MTD1	6.95764	5.74907	7.20875	6.6465	7.30178	6.83068
DIB1	6.72774	8.67753	10.2774	9.29761	4.87815	8.51651
MRP10	5.3831	14.7356	10.495	10.2272	1.14879	11.7673
PRP11	8.98873	8.70412	10.0968	10.6785	7.87482	11.1765
YCR016W	10.5302	9.29329	8.65376	9.24623	10.0951	10.2369
DPH1	10.4191	8.86623	9.81891	8.83848	10.213	8.95497
PLB3	9.21037	7.88569	9.47354	7.6782	9.59839	7.94399
RDR1	9.13325	8.58981	8.654	8.36244	9.78785	9.00198
LDH1	7.49158	8.52852	10.4095	11.5836	7.24384	10.2542
PDA1	8.60714	9.39126	9.64435	11.0686	7.58659	11.0404
CCL1	9.27345	7.86643	8.94697	7.67993	9.36783	7.87023
KEL3	9.37553	7.72141	8.47069	7.96648	8.44649	8.30029
KAP95	8.77775	8.27047	9.40929	8.24102	8.95743	8.59317
NRG1	9.52421	7.70985	7.40913	9.06923	8.74449	8.06755
CIK1	8.93918	10.3448	9.33087	8.65707	11.6825	9.93731
YML119W	10.4955	8.60238	10.0119	9.39794	10.9336	10.012
TPA1	10.3489	7.92547	8.60874	8.18683	8.85774	8.56272
BIR1	9.51532	8.64754	9.68517	9.09306	10.5259	9.19003
MAC1	11.5659	10.4057	10.5496	9.09601	12.0018	9.80756
NPL3	8.12712	15.1654	8.01784	10.6279	7.70088	8.69293
PMT3	8.8017	9.07128	10.6776	10.4862	8.62524	11.0299
YJR008W	4.43267	6.33154	6.35112	7.24576	4.32084	7.63227
AAH1	10.8991	11.381	11.7779	12.2288	8.18694	11.4928
SPB1	9.46248	8.96943	10.0724	9.39261	10.575	9.395
PCL8	8.71918	7.83657	8.30703	7.85828	9.59919	8.37906
RRP42	10.2297	8.671	9.14926	8.52193	9.53471	9.06933
TAN1	8.87452	9.39032	9.82675	10.4431	8.52455	10.2577
UBC6	11.4854	10.82	11.0803	10.655	11.6618	10.3082
ELP6	9.24298	8.37826	9.41068	8.62967	10.2303	9.13566
EKI1	9.97809	9.2892	10.4468	9.40637	11.074	10.2248
NMD4	8.66628	10.2694	10.9623	10.5118	7.93551	9.72816
RIO1	10.1612	8.56157	9.82052	8.89105	11.2805	9.80155
RPR2	9.28504	8.15025	10.1186	8.53859	10.5766	9.8244
GPI1	7.46175	8.69143	9.22383	10.3654	7.08498	9.84597
KIP1	10.0976	9.14544	9.71821	8.82523	11.1605	10.2027
RPB10	11.5157	6.83985	9.70553	7.54069	9.01814	9.07195
YEL007W	8.02066	10.2357	10.8801	10.5738	5.31512	10.0853
VMA4	8.71671	13.7955	8.68286	9.96157	9.90992	8.34892
XPT1	9.01591	9.7778	10.0989	10.5527	4.9383	10.2969
SEC61	9.26435	8.30821	10.0339	9.28911	10.5858	8.91773
YDL073W	10.3216	9.12479	10.3735	9.63502	10.6052	10.4216
ILS1	8.87233	7.68375	8.01162	8.18264	8.59102	8.41594
UFD2	8.91047	8.41903	8.90908	9.4951	7.99997	9.66364
YNG1	8.46089	7.92243	10.1269	8.3436	10.9068	8.94847
RPL31B	9.70033	8.98006	9.30346	8.31834	10.0547	8.66677
CAB4	8.12869	9.01554	10.0401	10.7363	7.99338	10.1038
ROK1	9.74214	9.7433	10.818	10.3353	9.50593	9.74374
TAF4	8.39719	8.23287	8.95624	8.39587	9.4884	8.40144
RIB1	10.6732	9.09076	10.1504	8.94362	10.3981	9.53715
YLR287C	9.05355	8.08206	9.70318	8.73817	10.5998	8.77424
GCS1	9.55714	8.61863	9.04556	8.96379	8.17135	9.35951
RPN2	9.68177	9.29355	9.99797	9.69456	9.47786	9.44209
GCD1	9.25468	9.19536	9.09169	9.02881	8.26935	9.60418
SNG1	10.3763	9.13657	9.12718	9.66121	11.1211	9.0675
MRS2	11.6632	5.82315	9.51744	7.94403	10.1754	12.3723
SNO3	3.10414	5.22929	5.97832	4.75493	2.48456	5.12192
YKE4	8.0818	8.53837	10.736	9.61001	8.03556	8.13237
YGR053C	8.66682	7.31683	8.66887	7.42627	8.38567	7.97515
SAM35	9.08298	8.88028	9.42404	9.11606	9.82136	8.95443
SFA1	7.95643	8.84862	9.99183	9.47602	6.19712	9.17229
RIM8	9.51609	8.8908	9.09817	8.25544	9.24242	9.36335
ASE1	10.6419	7.8674	7.99703	8.4519	9.6257	10.0991
YDR266C	7.40455	9.13729	9.78816	9.48771	5.53852	8.98067
PIR1	12.2628	10.3148	12.0079	10.9764	13.7777	11.539
SUB1	9.54504	8.71032	9.15756	8.38383	9.47446	8.91139
LSM2	8.98131	8.25693	9.74539	8.99893	9.24987	9.46181
VMA13	10.1631	8.46222	8.85637	9.74838	8.59358	10.3013
AAR2	8.72475	7.87042	9.25727	8.17942	10.1304	8.68878
YNL010W	9.40666	11.3428	9.3474	10.3327	8.25309	10.0255
IST2	9.11456	7.64737	9.22151	8.60343	9.45178	8.84195
NIP100	10.1495	9.73467	10.1764	9.12812	10.6901	9.44008
GAL11	9.33498	7.98811	8.4858	8.61914	8.48293	9.53091
ROX1	10.4839	8.41123	9.25106	8.38659	9.2804	9.38612
MYO3	9.17137	8.60627	9.65517	8.98918	9.88771	9.20741
WAR1	6.97457	7.96855	8.53849	9.12296	6.81288	8.94049
PHA2	8.49444	8.16988	9.34517	9.87061	8.50243	8.54648
BUD23	10.2633	8.52801	10.0334	8.71866	9.47012	9.65357
POL5	9.13484	9.16899	9.92523	9.80891	9.09279	9.90824
TSR1	9.96239	8.85406	10.0775	9.0194	9.96894	9.11976
HYP2	10.718	9.45859	8.51433	8.71387	9.54689	9.33909
IDH1	9.28066	11.7204	10.0547	9.33028	11.1942	8.93955
SLX5	10.8984	9.71514	10.4121	10.3336	10.5466	10.7191
SAN1	10.8071	9.81607	9.75801	10.037	10.1491	9.59258
ZPS1	12.7508	8.62872	6.35657	9.6424	8.61117	6.10649
HDA1	7.63892	8.66546	10.5274	9.70347	5.73318	9.04839
EXO1	6.19589	16.0323	7.10515	7.35549	7.65918	9.30007
AHC2	11.1218	9.94301	8.91813	10.9307	9.43342	10.881
ACK1	8.38953	9.1865	9.34864	10.6306	7.63104	10.2002
DBF4	11.5181	9.77442	9.99478	8.63826	11.1075	10.1284
YGR122W	7.63813	7.89668	8.93116	9.39224	7.06912	9.35175
PRE3	9.25924	9.04213	10.0644	10.6947	8.41166	10.4942
RPC40	9.26533	9.23035	9.60062	9.56893	9.05469	9.89446
APS3	10.2025	8.55048	9.46029	8.60803	10.3565	7.89322
ATC1	12.5852	9.16806	8.89664	10.1597	11.7401	10.7247
THO1	9.93333	8.80659	8.55402	9.30323	8.41164	10.8698
UTP4	9.477	9.12725	9.61217	9.78397	7.98054	9.54958
RAD34	9.74955	8.59915	9.89523	9.45087	9.56592	9.88841
YPR022C	6.77948	8.06391	9.20861	9.43716	6.98205	9.24966
SLX9	12.3816	9.32514	9.80998	8.31728	11.2055	10.0589
CTK3	8.78621	8.34124	9.71927	9.5951	8.4693	9.6332
AFR1	9.31827	9.7357	10.7925	10.9437	11.5868	8.77639
FYV6	10.4483	7.52513	8.46413	7.87754	8.74039	8.45012
ZRT3	11.5947	9.88195	10.7072	10.0827	12.6314	10.8445
SEN1	9.49699	8.79667	9.77298	9.12091	9.24337	9.25554
RPL4B	8.21876	9.08742	9.01216	8.37673	9.42058	7.62656
FRQ1	8.95648	8.0644	10.2073	9.69089	8.9806	9.55236
HRT3	9.03189	8.6321	10.3609	9.09108	9.25117	8.87916
KEI1	10.593	9.44944	9.48854	8.85091	10.4648	9.29687
KRR1	9.9168	9.59938	10.7444	10.1338	9.67459	9.90127
BRO1	9.52252	8.46591	9.20214	8.51331	9.34151	8.73602
SEC23	8.92475	9.60321	9.93195	9.91135	7.94228	9.58703
DGR2	8.80877	8.81966	9.45876	8.81958	8.67568	9.19437
JAC1	8.8766	8.43333	9.7476	9.07159	8.63681	8.73678
MPS2	9.6878	7.26105	8.63763	8.02011	10.2467	8.75944
THR1	8.36889	7.75282	8.53774	8.19908	8.05472	8.95609
RAI1	9.19044	8.07291	8.94386	8.77743	8.712	9.29509
KEX1	10.9057	9.24598	10.1665	9.77163	9.74142	10.0744
RTF1	9.27913	8.79925	8.73294	8.83718	9.36953	8.95502
HDA3	7.9393	7.96724	9.30226	9.27689	7.87589	8.9753
NUP1	9.5931	8.12777	9.09102	8.52492	10.5303	8.87415
YNL260C	8.1859	12.4598	7.02772	11.0191	7.02773	13.2739
TPS3	8.85793	9.78325	10.034	10.5073	8.72956	10.4498
IPI3	10.0204	8.94669	10.1498	9.1704	10.3168	8.73532
RAD27	7.42298	8.34598	9.85362	10.6098	7.51929	9.17163
ARP2	8.70614	10.6158	8.83528	9.38035	8.6628	9.15608
LTV1	10.0695	8.89249	9.31983	9.17174	10.5304	9.3781
NOP6	9.97558	7.7211	9.50194	8.85859	11.782	8.40166
GCY1	7.04304	7.8035	8.01192	7.27579	8.49237	7.76223
NUG1	9.92795	9.24739	9.96471	10.0869	9.87988	9.5763
AVO1	9.15471	8.73959	8.69659	8.07857	9.25146	8.7231
SRP68	10.4234	8.1164	8.86202	9.32833	9.43645	9.63553
RET3	9.74743	9.46375	10.0624	8.99324	10.588	8.84073
PAM17	8.31116	9.78334	11.8316	10.7576	6.54883	10.1948
PHO81	9.14415	8.42472	9.23824	8.56723	8.76998	9.04601
PLP2	10.4923	8.44646	9.46877	8.49921	9.93819	8.91381
YND1	9.13469	9.57799	10.5523	9.7978	9.29801	9.52785
RIM1	10.4125	8.22959	8.84123	8.08898	9.64359	8.60072
KAR3	10.345	9.49856	10.1229	9.98227	10.5825	9.88412
TSR3	9.8173	9.3741	11.0813	10.7341	8.28537	9.97914
SUS1	13.2613	10.2711	6.98368	10.3038	8.38785	9.10336
LIA1	11.4479	8.58218	8.69081	8.78427	9.02147	9.53613
CTF18	10.2111	8.85128	9.98142	9.39303	10.8949	9.65068
YDL121C	11.0729	7.48301	9.62144	7.9736	10.307	8.04895
DCR2	9.92695	10.25	10.8989	10.2305	12.0517	9.84691
TAD2	10.5014	8.2776	8.5618	7.37581	9.37045	9.23856
YNG2	9.14271	9.54472	9.88457	12.6934	6.86063	11.587
SNF3	9.60532	8.4957	9.60322	8.3374	9.80849	8.74106
TFC1	9.72286	8.41852	8.93112	8.61549	9.74416	9.43446
YDL144C	8.27135	9.18861	11.2625	10.7112	9.33263	10.0541
YTA7	9.49273	7.96469	8.91569	8.59149	9.4589	9.04623
HAL5	8.90686	8.04369	8.92233	8.45045	9.34231	8.6413
SLG1	12.8492	9.4729	6.86773	10.1355	9.77102	11.8986
POA1	10.3504	7.90895	8.23461	9.58721	7.74274	10.825
KIC1	8.73991	8.00797	8.76324	8.1128	9.3622	8.65404
YBL107C	7.2624	9.13325	10.3205	9.52502	4.20098	10.0714
YGR067C	5.16654	6.26102	6.28427	4.44274	5.81702	6.46947
ELP3	10.6751	9.17238	9.88299	9.503	9.66561	9.93002
OSH6	9.5085	9.04237	9.53408	9.30051	9.44032	9.07811
SNF11	8.33597	9.18335	10.193	10.8821	9.09639	8.88648
BRE5	8.9486	7.98976	9.47575	8.69009	11.1669	8.01591
VPS4	10.2201	8.70775	9.51449	8.50308	10.0725	8.98329
HOS3	9.45006	8.57259	8.93	8.71676	9.73877	9.04307
ACT1	9.11157	9.81996	8.66585	9.18734	9.89657	9.09514
LHP1	8.9169	10.0457	9.26924	9.65675	7.38883	9.97427
PMT5	7.61343	8.87338	10.5886	12.2431	5.99236	11.8715
LCL2	6.86207	16.8655	10.1589	13.7793	0.827237	12.3372
HSE1	9.84404	7.63962	8.31409	8.38698	9.14723	9.2341
ACF4	10.432	8.74533	9.24215	8.77109	9.81503	9.02269
RPA12	10.0918	9.28599	10.2474	12.0818	5.74255	9.25404
YOR283W	11.5346	9.79425	11.7237	11.6271	11.5964	10.757
PMU1	9.09232	7.67227	8.5545	7.64962	8.40796	8.57347
TRS23	9.60707	8.30713	9.28584	8.79377	9.92054	9.18288
BUL1	8.64901	8.99641	9.40595	9.87996	8.12367	9.90129
INP53	9.69487	8.56233	9.33811	9.10752	8.67858	9.29407
RRP14	13.0592	7.90435	8.00331	8.553	7.53471	10.3268
DCW1	8.42464	10.4977	11.4217	14.2272	6.41721	13.2189
NSA1	10.2331	8.69932	9.36526	8.83038	9.93766	8.73585
GRX5	11.581	9.02279	8.70129	9.44947	9.2272	9.39633
SUN4	3.63367	7.03773	8.04137	13.2456	1.01559	9.66353
YGL242C	7.17135	10.3617	8.88295	10.8457	6.21602	12.0441
IMP3	10.1457	8.82239	9.88914	8.73383	10.1063	9.25247
LEM3	11.0251	9.22611	10.3501	10.2277	10.938	10.209
MEU1	10.8359	9.79918	10.3264	9.82179	9.913	10.684
DRE2	8.56646	10.034	11.0341	9.90389	9.83675	8.83156
HAP2	8.96891	10.3513	10.1903	9.06248	11.2743	7.65117
VPS9	8.5718	8.50079	8.78443	8.3063	8.85757	8.44494
KIN28	8.70613	8.35514	9.38485	8.86995	9.31939	8.72493
YTM1	12.0233	8.97217	9.54649	9.50424	9.56585	10.192
TIM50	10.1764	8.41866	9.84353	8.38088	10.3904	8.55218
FAP7	10.1404	9.35062	9.55023	9.1302	10.0845	9.32894
DAS2	10.2667	8.38634	9.88371	9.0448	11.9068	9.05873
SSF2	10.2484	8.69031	9.43933	9.39717	10.273	9.41628
RPN9	9.81996	9.12956	9.66076	9.32765	10.5603	9.33183
STE20	9.55909	8.33088	8.91365	8.61789	9.71993	9.09752
AIM2	11.6149	8.97169	10.4123	8.66063	11.6566	9.08276
MDS3	9.16536	8.65871	9.20521	8.62631	9.17941	9.69229
FMP10	8.67663	8.51971	9.02987	8.29594	9.51041	8.92412
CLA4	7.69321	8.67907	9.06286	10.2997	6.9568	9.63081
MGR3	7.1664	8.9421	10.411	9.30793	6.56312	8.96623
CSE1	9.53934	8.14705	9.22068	8.6446	10.0792	8.978
YKL069W	6.30888	8.45467	9.2056	12.6593	3.49759	11.8212
YJR011C	8.5994	8.49728	9.23835	9.63381	7.83162	9.73728
ERP6	9.34697	8.47149	9.17746	8.59367	10.4567	8.79555
YLR143W	8.59823	9.2669	9.88373	11.0597	7.35185	11.0152
SRB2	9.9823	9.06695	9.47479	9.44442	10.3042	9.30971
RPP1A	6.95118	16.995	8.94075	9.9953	10.7129	8.03206
PTC3	7.92275	8.94609	9.24576	9.011	5.84837	9.64017
WHI3	8.01134	9.29987	9.7704	10.5503	7.58256	10.3734
TMA16	13.7796	9.44073	9.59069	8.96936	10.0942	11.6441
RAD16	9.21775	8.45626	9.10351	8.31904	9.54858	8.28959
TPO5	9.81578	8.65742	10.1647	8.79054	10.1896	8.81613
BST1	9.11845	7.45167	9.59133	8.21053	10.3417	8.78799
RXT3	9.70929	8.82534	9.64415	9.27205	10.4313	9.12557
SAS2	7.53562	8.78467	9.22257	10.6853	6.30454	10.5239
RAD23	8.84304	10.9097	9.45769	11.4947	8.10783	11.2241
SEC9	9.63302	8.2794	8.79522	8.10217	9.39392	8.50028
ELF1	6.28939	10.9136	11.683	11.86	0.986721	11.0453
CNB1	9.29714	9.29182	7.43862	10.2598	7.41584	9.71809
RPT4	10.2371	8.14796	9.34661	8.6179	9.34184	8.95383
YRA1	9.62227	9.02483	9.13051	8.85108	10.3908	9.17844
TRP2	7.3625	6.90369	7.04904	7.18878	7.245	7.0664
GIM3	11.2956	8.88732	7.50275	8.64529	8.88435	8.74566
NBA1	10.008	8.26262	10.0221	7.34502	11.5496	7.50031
GLO2	9.40681	8.99147	10.503	9.97171	8.41037	9.68582
SVP26	10.3689	8.22958	10.1342	9.26477	11.747	9.09711
YGR169C-A	10.5121	6.94077	10.4072	7.19491	10.6137	8.0903
SFT1	12.9028	8.63562	9.02122	9.0589	9.1186	10.5613
GCN3	8.27271	9.17564	9.76056	9.52939	8.06153	8.85827
ATG32	7.29763	6.0879	7.13623	6.61884	8.16007	6.55364
UTP9	10.2231	8.29516	9.2938	8.96976	10.0517	9.58763
SQS1	10.9959	10.6672	10.1682	10.435	11.4751	10.4451
RRT8	9.33527	6.04305	7.46542	7.36434	8.10254	8.64854
FPR2	7.7884	10.2981	11.8267	12.8196	2.66384	10.3598
SAY1	10.1665	9.18968	10.2311	9.46227	10.9732	9.85194
DID4	10.146	10.1937	8.33612	10.0418	9.25133	10.2231
PNC1	9.32718	9.25413	10.1593	10.3547	9.16249	9.77942
GLK1	7.40237	11.6986	8.59848	10.1208	9.68618	9.48506
PPM1	7.86993	9.13801	8.6889	9.17319	6.13745	9.07878
KAE1	8.18921	9.50887	9.51576	10.7105	7.54085	10.298
DPH2	10.4881	9.15534	9.75243	9.09727	10.0435	9.67509
CBF5	10.0252	8.41114	8.51272	8.84029	8.18028	9.1987
MRD1	11.0195	9.37024	9.89884	9.58758	11.0866	10.405
UTP18	10.1725	7.77971	9.25241	8.59844	10.6272	9.09989
IKI3	9.63689	8.62759	9.25389	9.10961	9.03722	9.84501
GAD1	9.12162	9.34175	11.1155	9.38085	9.83242	9.58844
SPT21	10.0447	9.23696	8.7642	8.67442	11.4676	9.05108
UTP5	9.71181	8.44838	9.1851	9.23189	8.11796	9.34952
YRB2	11.22	8.50259	9.30011	9.03081	9.57652	9.43003
YSA1	9.77188	9.43489	10.4783	9.47143	10.3444	9.34443
MYO5	9.316	8.20472	9.40217	8.53308	10.3908	8.82461
SKG1	10.8044	10.1017	10.6979	9.929	11.1398	10.0041
SLP1	6.20554	9.17173	9.31496	12.1532	4.40016	11.2752
RPB3	7.13523	8.87461	10.2245	12.7292	6.12866	9.86411
SPT2	10.0372	7.7308	8.75857	8.67952	9.02399	9.6826
NCA2	9.19045	8.93176	9.61545	9.36642	9.55884	9.09517
EIS1	9.18626	7.68339	8.49453	8.05202	9.34976	8.63686
VAN1	8.56524	8.60885	9.697	9.21765	8.36126	8.77057
SSN8	10.1763	7.18939	9.50412	7.93536	10.7866	9.58086
PIN2	9.63659	8.20038	10.0428	8.74462	10.4576	9.54711
PRR1	7.58382	8.74154	9.72458	9.56337	5.51657	9.2908
YPL247C	8.5279	8.47107	9.29975	8.44314	9.01666	8.45884
HCR1	10.4697	7.41063	8.89663	7.7509	9.34953	8.51894
ERG5	10.547	11.4298	12.3592	11.5507	8.8172	12.5407
ARF3	9.69396	8.58988	9.86884	8.65557	10.0045	8.81786
CTI6	9.69518	9.22408	9.7658	8.48113	10.5283	8.93266
DNF2	9.8976	9.68825	10.0901	10.1061	9.22264	9.99925
IGO2	8.41496	8.17305	8.05476	8.4348	8.32572	8.05962
HPA3	11.3122	10.0773	9.61423	10.2803	10.763	10.5665
RNH1	10.2834	8.81478	10.3158	8.80805	10.2317	9.63156
PTP1	9.50557	8.56238	8.92112	8.53243	10.1054	8.97596
MKK1	8.67032	10.5401	10.2898	11.3545	8.45624	10.9238
YNR021W	8.23491	7.75927	10.1096	9.28543	8.98891	8.67643
VBA1	10.0061	11.056	10.9835	10.8451	11.1436	10.4994
CUS2	8.19978	9.11488	9.73962	10.953	7.08306	10.5058
MOT3	10.2716	8.74468	9.09999	8.64514	9.54182	9.31892
MSC3	9.10421	7.85023	8.79035	8.19737	9.71588	8.51267
MED1	9.00229	7.98836	9.06066	8.37407	9.91177	8.4581
POL1	10.255	9.55289	10.2491	9.84797	10.4369	10.1002
YPR147C	9.45196	11.2835	13.8131	12.0428	9.42242	11.3921
YCR043C	10.016	8.91848	9.6493	9.45254	10.9554	8.94717
SLU7	10.4528	8.75754	9.6073	8.67751	10.2369	9.14515
BFR2	9.99951	8.34795	9.38718	8.25858	12.41	8.65128
SPC42	10.0934	8.92648	8.89106	9.16711	9.47273	9.75474
VPS5	9.30462	8.44802	8.41301	8.32973	8.60063	8.86424
NIF3	10.0639	9.46294	9.672	10.1772	8.89934	9.66214
RPN7	9.16467	9.1729	10.4554	9.9571	8.42273	9.69876
SCM3	10.1447	8.88722	9.60847	8.68253	10.7805	9.96906
SSN3	9.92734	8.41547	9.39828	8.07102	10.3115	8.44677
IRA1	9.41109	9.67837	10.0739	9.69743	10.1886	9.57528
SNF1	9.64738	9.12592	9.79827	9.42895	9.52747	9.38453
UBP9	8.61745	8.01694	8.69482	7.98729	9.33773	8.50067
YGR015C	8.87329	8.66295	7.3372	6.75532	9.02696	10.3702
COG7	9.69394	8.39425	9.04826	8.6337	10.1516	9.00278
APM4	9.08429	9.21574	9.60413	8.94566	9.45036	9.27139
ABZ2	7.52947	9.08851	9.80307	10.8076	7.06134	10.0086
PAC1	10.6845	10.2165	8.04721	7.62301	10.8535	9.11036
DHH1	7.52409	8.88047	9.41451	9.34517	5.99251	9.13796
GIP4	9.49639	8.10151	8.75468	8.17679	10.0835	8.84811
CKA1	10.0002	7.33055	9.36212	8.68785	9.98936	8.9961
THI13	12.1583	11.2991	12.0915	13.7533	11.6882	11.0496
EGD1	7.68505	12.2068	7.45008	9.99572	9.84943	9.20116
CLP1	7.98891	8.70527	9.57923	9.99841	7.17579	10.2886
YAL044W-A	8.35007	10.6945	11.7511	11.4498	6.26054	10.9805
GCD14	10.0661	8.37469	9.41739	8.23066	10.1896	8.59607
CSL4	9.08679	8.70346	9.65828	10.226	7.99017	10.0657
SBH2	10.4908	9.42894	9.92143	9.56829	10.7854	9.99388
GGA1	9.38973	7.49582	7.92065	8.16853	8.31021	9.00203
RRN10	10.3214	9.51713	8.4381	9.64329	7.32916	10.196
RME1	11.1075	8.53552	10.2838	9.27679	11.7514	10.0286
PSF1	9.34459	7.63918	8.87743	7.79471	8.99236	8.4165
NNF1	8.705	10.2414	9.93449	11.366	7.84348	10.9625
SEN2	11.9999	7.66332	9.4783	11.04	10.8699	8.77949
TFG2	9.64389	7.85793	8.84072	8.25442	8.6517	8.85632
YGL159W	9.47019	9.04829	9.29764	9.73713	7.41715	9.81566
YPL041C	8.85777	7.9788	7.3777	6.80355	8.71729	7.94746
TAF9	10.0637	8.13601	8.85227	8.33553	9.38853	8.64791
IES3	9.06632	8.43184	9.13188	8.25965	9.90886	9.01619
CDC25	10.03	8.09459	8.83163	8.42431	9.61493	9.64538
YJR141W	6.29813	10.3421	10.2133	15.1577	3.43541	12.2177
SEC13	9.51858	8.99884	9.37145	9.32903	8.16637	9.85085
SSF1	9.8307	8.98911	8.95823	8.56857	8.57488	10.0441
RPP1B	8.01773	13.4402	8.52681	9.70025	10.3131	8.05456
YDR348C	10.0489	8.4127	9.02212	7.98815	10.0367	8.66489
EFG1	10.9327	8.67132	10.0662	8.92611	10.5362	9.36697
GCV2	4.43416	3.76317	4.33299	3.94673	4.33639	3.99783
TAF14	9.31296	9.17487	9.47007	9.24437	10.5857	8.70852
RPC25	8.94361	8.84544	10.4535	9.76071	8.04662	9.65362
AGE2	9.02521	8.96033	9.21868	9.49104	9.20896	8.74215
ROT1	5.48208	11.5973	14.8078	16.4432	1.1972	8.92679
SHE2	8.77519	9.46906	11.6178	10.7574	8.06857	9.84563
CIN5	6.04978	9.91559	11.1059	11.0172	4.44172	9.08895
KES1	9.06237	7.98839	8.84519	8.26494	9.63152	8.53804
MUP1	12.3162	9.25391	11.1904	9.89225	11.2914	10.5822
TSA1	7.62618	12.6139	7.54951	10.2916	10.5737	8.7187
RPN12	9.65868	9.19833	9.57787	8.97917	9.73334	9.458
MUD1	8.74678	7.90766	8.63773	7.91043	9.28487	8.57577
YML079W	9.4622	7.70232	9.38653	8.38268	10.4456	8.59741
FMP41	9.22538	9.15044	10.1136	8.78197	10.3537	8.73816
RPA14	9.78938	9.91503	9.116	9.22401	10.2211	9.75546
PCF11	8.87385	8.60175	9.87811	9.48741	7.84321	9.36707
IMP2_2	6.83419	8.6627	9.27699	9.04802	5.83888	8.64457
TEL1	6.01954	8.61651	10.4013	13.389	2.78739	12.4658
TUB3	9.0624	9.25619	10.5895	10.4271	7.20931	10.1447
NTG2	8.83784	7.23294	9.67162	6.05837	12.2835	9.315
NOP53	10.1082	7.7868	9.56682	8.61233	10.5564	9.18949
CKB1	7.06021	10.1681	10.0914	10.8032	3.46351	10.482
FAP1	6.59841	9.31664	10.1796	14.124	3.45399	11.8813
ERO1	9.8299	8.09599	9.47673	9.27143	9.2659	9.38621
SAW1	7.61304	9.07275	8.67232	9.97904	6.43278	10.2218
PRE4	9.67942	9.03733	9.49763	8.63981	9.77727	9.41911
SSA2	8.18964	11.5557	7.46036	9.62704	8.9099	9.93836
PFA3	5.16984	12.1873	8.7184	9.92099	5.0326	8.67767
ARP9	9.61732	8.78934	8.47804	9.33375	8.03282	10.2221
YIF1	9.56233	8.486	9.51749	8.83202	9.91179	9.27839
NOP7	9.56316	8.8639	9.71838	9.52667	9.96117	9.02237
YMR221C	11.2151	10.0371	10.9823	10.8392	10.5475	10.4879
YLL032C	8.38886	8.90584	9.6174	10.0765	7.5341	10.196
ECT1	8.99698	10.3475	10.5035	11.8259	7.83817	11.4809
MEX67	9.49964	8.35453	8.81854	8.42523	9.73702	8.99103
SMD3	9.85293	7.82636	9.73711	8.46413	11.0494	8.88827
SRP1	8.60062	8.60812	10.114	10.3289	7.87406	9.99227
CDC42	8.98828	9.63131	10.7365	10.8749	6.03847	10.8451
ALY2	10.0738	9.10427	10.0541	9.35541	10.947	9.49809
RGA1	10.0182	8.42507	9.50174	8.25829	10.0407	8.98534
SRM1	9.07287	8.93916	10.0715	10.5342	7.86032	10.6036
CTF8	9.98668	9.642	8.76078	8.39718	9.34417	10.0759
VPS72	8.30264	8.95268	9.99117	9.59473	7.40522	9.43844
PUT3	5.57487	8.00316	9.8627	11.7613	3.73901	10.5536
YGR026W	11.986	7.3743	8.27317	8.02958	8.3186	9.86101
HSP26	4.07058	4.79466	7.47268	4.3701	6.10491	4.78319
DBP9	10.1425	9.50966	10.0599	10.0941	9.40214	10.583
TRP1	7.84649	9.91405	11.2965	12.3129	7.56537	10.7651
CBS1	9.07528	8.78825	9.46564	8.76197	9.15476	9.19181
RSC1	7.93393	8.6732	9.43323	9.33793	8.44355	8.72525
YMR027W	9.37453	8.09082	9.38495	8.6632	10.0771	8.69104
DOS2	9.73682	7.71794	9.18259	9.2038	9.59577	8.46593
RTG1	9.14551	8.36819	7.95984	8.20822	9.43525	8.3094
YJR124C	8.94615	10.5147	9.88553	9.16029	11.2651	7.94616
RCN2	8.66787	8.39656	9.38169	8.595	9.24856	8.92026
GPX1	6.82363	10.2164	11.5216	9.24068	7.66025	10.2228
YOL073C	9.32649	7.90067	8.90681	7.25024	9.50982	8.66437
URE2	8.93065	8.36932	8.67669	8.22773	9.38581	8.70128
PAF1	9.05895	8.03569	8.98708	8.21828	10.105	8.38081
TSC13	9.56189	7.58718	10.4673	8.26372	10.6397	7.57646
DUG2	9.15382	8.39382	9.10124	8.34099	9.26493	8.71569
NAN1	9.9253	8.82813	9.29154	9.18111	9.83307	9.3654
PEP12	9.99315	8.77788	9.93255	8.96822	11.0725	9.34453
BUD21	10.2214	8.35638	8.72554	8.9397	10.1943	8.81619
ERT1	10.8278	7.61644	8.25416	8.63945	9.67237	7.31695
CAF20	8.67077	9.64211	11.8164	10.977	7.69912	10.2387
ASN2	5.66762	8.45736	7.55873	8.69518	4.55412	7.13163
FIP1	9.5185	8.35626	8.07986	8.49248	8.97517	8.90168
