	log2FoldChange	FDR
YLL013C	-0.152080831	0.704973868
YLR011W	-0.118639719	0.704973868
YLR120W-A	-0.303681324	0.704973868
YLR221C	-0.098453349	0.704973868
YLR262C-A	-0.189556915	0.704973868
YMR271C	0.183799642	0.704973868
YMR289W	0.093740458	0.704973868
YNL028W	-1.277965437	0.704973868
YPL266W	-0.085863397	0.704973868
YCL073C	1.34569961	0.705044939
YDR450W	-0.17961721	0.706301935
YGR121W-A	-0.363431856	0.706522157
YHR079C	0.180404774	0.706522157
YIL115W-A	0.249521997	0.706522157
YLL031C	-0.217485915	0.706522157
YFL013W-A	0.209150071	0.706569011
YAL065C	0.424430374	0.706571395
YLR452C	-0.089181623	0.706571395
YPR169W-A	0.674244307	0.706571395
YBR143C	-0.088970315	0.706976415
YCR019W	-0.093012568	0.706976415
YGR050C	-0.204785094	0.706976415
YLR048W	-0.111268124	0.706976415
YOR367W	-0.132906652	0.706976415
YPR148C	-0.073225316	0.706976415
TI(AAU)N1	2.355102148	0.706976415
TM(CAU)J1	-2.817440496	0.706976415
TV(AAC)G1	-1.662297881	0.706976415
YBL088C	0.122098701	0.70836097
YDL012C	0.108625937	0.710144252
YHR126C	0.2578706	0.710648215
YLR107W	0.106673992	0.710648215
SNR49	-0.377480973	0.711207511
YER053C-A	0.476177464	0.711475832
YGR118W	-0.140557404	0.711630055
YIR005W	-0.14208962	0.71175998
YJL123C	-0.081206207	0.712146718
YKL162C	0.108996828	0.713446415
YCR014C	0.079636476	0.713487751
YMR178W	-0.122730182	0.713690722
YBR224W	1.499718759	0.713878181
YKL093W	0.070991747	0.713878181
YNL162W	-0.167821393	0.713878181
YNL309W	-0.363992859	0.713878181
YNR042W	2.330527527	0.713910202
YHR050W	-0.064803252	0.713998462
YGL174W	-0.13128976	0.71466127
YGR216C	0.092145906	0.71466127
YPL094C	-0.104248752	0.71466127
YCL029C	0.087805455	0.715203687
YJL197W	-0.162536337	0.715287169
YNL218W	-0.139022354	0.715287169
YER103W	-0.112749776	0.715701616
YHR168W	-0.158804181	0.716714197
YAL001C	-0.105977966	0.716905336
YAL011W	-0.187081477	0.716905336
YBR151W	-0.070995677	0.716905336
YCR028C-A	-0.115842676	0.716905336
YDR271C	0.383039257	0.716905336
YDR385W	-0.12246234	0.716905336
YJL207C	-0.164379112	0.716905336
YKR019C	0.141740801	0.716905336
YLR457C	-0.114589626	0.716905336
YMR063W	0.251434864	0.716905336
YNL103W	0.177857455	0.716905336
YOL114C	-0.17806375	0.716905336
YOR168W	-0.140809033	0.716905336
YPL083C	-0.122096395	0.716905336
YPR036W-A	0.169149595	0.716905336
YKL069W	-0.117129196	0.717402808
YLR178C	0.122798336	0.717402808
YMR171C	0.140888762	0.717806556
YPR153W	0.179254669	0.717806556
YHR056C	0.186777115	0.718384926
YLL020C	0.196183556	0.718384926
YDR337W	-0.101804987	0.719474339
YDR537C	0.244683421	0.719474339
YGL135W	-0.167775704	0.719474339
YNL229C	-0.07906218	0.719474339
YOR011W-A	0.464877224	0.720273615
YBR072W	-0.201896894	0.720906207
YGR174W-A	0.268155006	0.720906207
YDR317W	0.133237586	0.721899413
YGL091C	0.118723771	0.721899413
YGR211W	0.127287236	0.721899413
YOL044W	0.098680595	0.723330563
YOL058W	0.130002032	0.723645914
YAL010C	-0.109294116	0.724074993
YAR053W	0.248192189	0.724074993
YCR107W	0.140566506	0.724074993
YEL053C	-0.099525653	0.724074993
YJR133W	-0.093419238	0.724074993
YMR105C	-0.135697231	0.724074993
YNL032W	-0.107020103	0.724074993
YNL054W-B	-0.289265435	0.724074993
YNL150W	0.1564858	0.724074993
YOR195W	-0.213156624	0.724074993
YPL056C	0.13684097	0.724074993
YPL275W	0.250742976	0.724074993
YNL232W	0.086176798	0.724154208
YDR119W	0.066228208	0.724308633
YDR364C	0.080930382	0.724308633
YDR496C	0.061056853	0.724308633
YIL127C	-0.123953966	0.724308633
YKL103C	-0.133614947	0.724308633
YMR241W	-0.112950319	0.724308633
YNL141W	-0.073170509	0.724308633
YPR186C	-0.147333944	0.724308633
YIR001C	-0.083452671	0.724620792
YOL121C	-0.152761747	0.724620792
YGL188C-A	0.338928641	0.725129724
YKL183C-A	-0.469369319	0.725129724
YJR097W	0.153596686	0.725932791
YDL085C-A	-0.163051265	0.726086792
YLR063W	0.310214521	0.727561201
YDR391C	-0.125153824	0.727611155
YML025C	0.114158478	0.72764749
YPR051W	-0.154050103	0.727774769
YBR288C	-0.089158272	0.728657364
YFL033C	0.175292119	0.728657364
YPL138C	-0.096710417	0.728987966
YDL075W	-0.189950366	0.729746251
YDR412W	-0.174510697	0.730138539
YJR086W	-0.134670821	0.731822039
SNR34	-0.38786877	0.731849019
YBR298C	0.113493849	0.732024864
YDR442W	0.314241404	0.732024864
YLR243W	-0.08996773	0.732024864
YMR075W	-0.153412795	0.732024864
YPL067C	-0.259391906	0.732024864
YPL160W	-0.132260207	0.732024864
YBR282W	-0.122674771	0.732076296
YKR104W	0.184527879	0.732076296
YMR213W	0.149446953	0.732076296
YOL111C	0.153325845	0.732076296
YPL213W	0.086476239	0.732076296
YAR018C	-0.159137003	0.732199812
YCR033W	0.133702714	0.732199812
YGL039W	-0.084701753	0.732199812
YIL134C-A	0.365607986	0.732199812
YKL152C	-0.146258608	0.732199812
YML073C	-0.138378764	0.732199812
YNL235C	0.29466897	0.732199812
YOR189W	-0.156824177	0.732199812
YFL055W	0.123315727	0.733221111
YIR040C	-1.835567723	0.733612557
YDR220C	-1.302677818	0.733723794
YOR051C	-0.101148858	0.733723794
YPR200C	0.192278219	0.733723794
YBL076C	-0.116448007	0.734094346
YBR081C	-0.092587663	0.734094346
YDR458C	0.068109894	0.734094346
YGR190C	0.284472209	0.734094346
YIL156W	-0.151860143	0.734094346
YIL170W	0.247179278	0.734094346
YIL173W	-0.434095449	0.734094346
YKR015C	0.100428642	0.734094346
YLR182W	-0.139695377	0.734302264
YHR152W	-0.134661286	0.734322327
YCR048W	0.237009523	0.734359906
YML062C	-0.105156319	0.734359906
YBR199W	-0.068869774	0.735133009
YIL032C	0.578428781	0.735133009
YIL035C	-0.077510342	0.735133009
YMR093W	0.200914625	0.735133009
YHR007C-A	0.176358547	0.735134885
YNL075W	-0.081372658	0.735134885
YBL059W	-0.121948914	0.735286587
YCL001W	-0.104451288	0.736345482
YLR312W-A	-0.105329365	0.736345482
YPR128C	-0.093925335	0.736345482
YDL120W	-0.08682177	0.736686274
YNR034W-A	-0.192654776	0.738514726
YDR356W	-0.196092794	0.738771717
YGL004C	0.070584055	0.738771717
YOR234C	-0.157974584	0.738771717
YGR027C	-0.169873233	0.738945247
YKL144C	-0.086523946	0.738945247
YLR135W	0.096460991	0.738945247
YNL299W	0.215406409	0.740033285
YKL023C-A	0.154817971	0.740167439
YOR192C	0.272044417	0.740167439
YFR012W	-0.193382369	0.7406122
TD(GUC)M	-2.665452517	0.740813234
YCL032W	-0.088710346	0.740830485
YCR101C	0.274861878	0.740830485
YFL036W	0.161651231	0.740830485
YHR192W	-0.10241559	0.740830485
YOL159C	0.139978446	0.740830485
SNR60	-0.386518588	0.740830485
YMR078C	-0.155612227	0.741828038
YDL098C	-0.112561888	0.742909178
YPL200W	0.144930343	0.743566533
YDR081C	0.110761415	0.744046516
YBR137W	-0.106818069	0.744667925
YHL015W-A	0.238693819	0.744667925
YAL063C	0.100382126	0.744896918
YGL201C	-0.205796201	0.744896918
YHR009C	-0.058877699	0.744896918
YMR295C	-0.100687816	0.744896918
YOR060C	-0.127429244	0.744896918
YOR267C	-0.130134332	0.744896918
YDR345C	0.108636104	0.745590342
YDL162C	-0.87050657	0.745778956
YFL025C	0.126875101	0.745903289
YKL027W	-0.101021662	0.745903289
YOR307C	0.06642448	0.745903289
YCL049C	0.074350215	0.746027154
YDL128W	0.117337033	0.746444321
YHR010W	-0.156413629	0.746444321
YOR004W	0.165401486	0.746444321
YOR186W	0.30228742	0.747155159
YPL096C-A	0.145009523	0.747155159
YOR192C-B	-0.400388724	0.747171842
YIL014W	-0.086483788	0.747859192
YDR392W	0.095629017	0.748801455
YKL131W	-0.50399025	0.748801455
YDR143C	0.174661117	0.748877048
YEL068C	0.117239311	0.749052511
YML130C	-0.094613752	0.749052511
YDR065W	0.107232598	0.749315776
YDR267C	-0.075805051	0.749315776
YDR387C	0.09027735	0.749315776
YJL212C	0.187361007	0.749315776
YKR069W	0.123785392	0.749315776
YMR257C	0.095246096	0.749315776
YOR258W	0.115964991	0.749315776
YPR010C-A	-0.148094953	0.749315776
YBR058C-A	-0.12860676	0.750686885
YDL037C	-0.488235032	0.750686885
YDR192C	0.147852651	0.750686885
YER060W-A	0.180719194	0.750686885
YJR109C	0.164958736	0.750686885
YLR406C	-0.15982683	0.750686885
YLR437C	0.08836872	0.750686885
YNL178W	-0.148535062	0.750686885
SNR75	-0.257535344	0.750686885
YGL069C	-0.668507442	0.751199123
YJL169W	-0.209319889	0.751445399
YDR116C	-0.081549278	0.752564666
YIL020C	-0.100212965	0.752564666
YJR051W	-0.066146272	0.752564666
YKR101W	0.095469901	0.752564666
YOR008C	0.076975419	0.752564666
YOR066W	-0.200826591	0.752564666
YPL055C	0.139230527	0.752564666
YPR070W	0.082088047	0.752564666
TP(UGG)F	-1.752313569	0.752564666
YBL006C	0.102545224	0.752581008
YIL148W	-0.169051569	0.752581008
YDR095C	-0.849518039	0.753337176
YGL119W	0.06997637	0.753337176
YIL097W	0.131282697	0.753337176
YIL161W	0.11414632	0.753337176
YIR034C	0.151410237	0.753337176
YJL117W	0.079075755	0.753337176
YKL077W	-0.07410414	0.753337176
YLR333C	-0.123630425	0.753337176
YLR440C	0.102453849	0.753337176
YMR126C	0.114679924	0.753337176
YNL153C	-0.10114183	0.753337176
YOL115W	-0.149656519	0.753337176
YOR165W	-0.070449331	0.753337176
YOR177C	0.131163624	0.753337176
YOR276W	-0.171364842	0.753337176
TA(UGC)A	-2.591102233	0.753337176
YKR081C	-0.098657242	0.753356934
YLR144C	-0.10431672	0.753356934
YOR273C	0.244345011	0.753356934
YGR151C	-0.249800198	0.753393078
YKL086W	0.169715755	0.75380022
YER105C	-0.121699225	0.754079796
YBR295W	-0.130301637	0.754177704
YCR031C	-0.150529214	0.754177704
YGL024W	0.505799417	0.754177704
YKL076C	0.161327108	0.754177704
YKL162C-A	0.243301983	0.754177704
YPL164C	-0.158601641	0.754177704
SNR10	-0.225583071	0.754177704
YLR376C	-0.136886255	0.754908567
YMR023C	-0.084453478	0.754908567
TT(AGU)I1	0.655860327	0.754908567
YGR153W	-0.12567195	0.756028174
YCR046C	0.114676299	0.75678926
YBL106C	-0.15656205	0.757078466
YDR001C	0.073119329	0.757078466
YDR518W	-0.074183684	0.757078466
YHR024C	-0.140537824	0.757078466
YHR070W	0.203424371	0.757078466
YKL021C	-0.079556043	0.757078466
YMR159C	0.588816655	0.757078466
YMR181C	0.084582517	0.757078466
YNL018C	-0.30631917	0.757078466
YNL277W-A	0.266098706	0.757078466
YOR023C	0.109502905	0.757078466
YOR358W	0.161523957	0.757078466
YGR126W	0.143833008	0.757388847
YJR136C	0.093342861	0.757618311
YBL018C	-0.116336807	0.758217839
YNL133C	0.133714948	0.758217839
SNR5	-0.346454443	0.758217839
YJL191W	-0.110149338	0.758225941
YAL026C-A	0.155461381	0.758274667
YBR113W	-0.300762258	0.758274667
YDL005C	0.097064321	0.758274667
YER088C-A	0.164554206	0.758274667
YER188C-A	0.407998797	0.758274667
YGL241W	-0.114903868	0.758274667
YGR012W	-0.105934978	0.758274667
YJL144W	0.141794962	0.758274667
YJR037W	-0.648265245	0.758274667
YKL054C	0.096584758	0.758274667
YLR316C	0.138982456	0.758274667
YMR172C-A	0.208316358	0.758274667
YMR247W-A	-0.293678117	0.758274667
YNL177C	-0.085602456	0.758274667
YNR001W-A	-0.680202105	0.758274667
YOR018W	0.10285299	0.758274667
YOR118W	0.063101023	0.758274667
YOR137C	-0.123447246	0.758274667
YPL236C	0.07643887	0.758274667
YGR222W	-0.099018592	0.759104954
YIL082W-A	-0.140529615	0.759104954
YJR108W	0.213390267	0.759104954
YPR105C	-0.093154616	0.759104954
YKL098W	0.101364546	0.75918745
YNL086W	0.121267747	0.759851371
YLR442C	-0.127689842	0.759920956
YDR449C	0.118972832	0.760348758
YCL016C	-0.083143395	0.760414633
YMR047C	-0.158310422	0.760515906
YPL156C	-0.070379673	0.760574718
TM(CAU)P	1.097494027	0.760574718
YPR057W	-0.076922203	0.761206948
YJR091C	-0.121446835	0.761379414
YOR090C	0.094653874	0.761379414
YDL087C	0.129479206	0.76140898
YDL184C	-0.177418258	0.76140898
YKL051W	-0.136455518	0.76140898
YMR128W	-0.163279646	0.761740818
YER113C	-0.2103779	0.761970382
YHR211W	0.175678644	0.761989797
YOR034C-A	0.182581323	0.761989797
YOR183W	0.48979852	0.762170348
YIL043C	-0.06802708	0.762179816
YMR294W-A	-0.147658719	0.762179816
YBR022W	-0.101881825	0.762201497
YBR180W	-0.171926752	0.762201497
YDL088C	0.057254307	0.762201497
YDR297W	0.06004998	0.762201497
YGR069W	0.222391584	0.762201497
YKL138C-A	-0.130887168	0.762201497
YKR057W	-0.132231389	0.762201497
YLR406C-A	0.378090024	0.762201497
YNL114C	0.353056391	0.762201497
YNL254C	0.127216516	0.762201497
YNR011C	-0.135998802	0.762201497
YOL144W	0.120577715	0.762201497
YPL066W	0.138193195	0.762201497
YPL118W	-0.082390602	0.762201497
YPL152W	0.076842755	0.762201497
YPL187W	-0.18169823	0.762201497
YMR142C	-0.126492139	0.762238669
YBR111W-A	-0.139888156	0.763274828
YDR056C	-0.102253264	0.763274828
YFL066C	-2.509763475	0.763274828
YLR462W	-1.103641298	0.763274828
YNL171C	-0.246569425	0.763274828
YNL176C	0.145483914	0.763274828
YKR082W	-0.093405025	0.764105261
YDR306C	0.082982479	0.764185808
YFL021C-A	-0.471460132	0.764256463
YDR399W	0.141152968	0.764793672
YGR176W	-0.294786339	0.764793672
YBL059C-A	-0.141274466	0.765381503
YCR015C	0.105027831	0.765381503
YDL201W	-0.075865479	0.765381503
YFR056C	0.400998748	0.765381503
YHR147C	-0.083761077	0.765381503
YPL077C	-0.112628134	0.765381503
YOR111W	-0.103720036	0.765864888
YGL211W	-0.070183119	0.765955758
YLR381W	-0.181022786	0.765955758
YNL109W	0.270934672	0.765955758
YFL053W	-0.203050345	0.766499018
YBL008W-A	-0.954322339	0.76657333
YIL128W	-0.114553883	0.76657333
YLR079W	-0.076521662	0.76657333
YOR337W	0.231984849	0.76657333
YPL050C	-0.059273995	0.76657333
YPR014C	0.123049297	0.76657333
YGL152C	0.240950817	0.766573505
YEL070W	-0.112720855	0.7672339
SNR3	-0.295220986	0.7672339
YOL046C	0.657177952	0.768730105
YLR259C	-0.077759622	0.768847406
YBR232C	-0.906405109	0.769071442
YDL130W	-0.094864161	0.769071442
YJL217W	0.111032135	0.769071442
YLL047W	0.454853591	0.769071442
YLR232W	-0.290351301	0.769071442
YML096W	0.060515031	0.769071442
YMR221C	-0.059437607	0.769071442
YOR138C	0.093306788	0.769071442
YOR371C	-0.200872395	0.769071442
YGL081W	0.104239747	0.769488357
YGR243W	0.103119719	0.769488357
YBL034C	-0.206498755	0.769650993
YGL140C	-0.149584497	0.769650993
YLR071C	0.143479208	0.769650993
YLR323C	0.093787123	0.769650993
YNR019W	-0.149269658	0.769650993
TA(UGC)O	0.426789442	0.769650993
YDL121C	-0.107489983	0.769844283
YJR020W	0.570484502	0.769844283
RME2	0.164615057	0.770206506
YDR225W	-0.150871986	0.770206506
YGL228W	0.060423656	0.770206506
YIL085C	-0.081253292	0.770206506
YKL042W	-0.205759989	0.770206506
YLR325C	-0.168008304	0.770206506
YNL097C-B	-0.588561565	0.770206506
YOR167C	-0.158798061	0.770206506
YPR016W-A	0.168560273	0.770206506
TT(AGU)O2	1.644144809	0.770372116
YMR226C	-0.102892114	0.770454869
YNL096C	-0.097836404	0.770692403
YNL306W	-0.090724326	0.770692403
YOL080C	-0.111171577	0.770692403
YIR011C	0.078981698	0.770988329
YLL014W	-0.11634389	0.770988329
YER009W	-0.098561631	0.771428587
YFL065C	-2.428586244	0.77186851
YMR079W	-0.072455819	0.771881858
YAL060W	-0.072326453	0.772154666
YHL019W-A	0.254853062	0.772154666
YLR074C	0.092725046	0.772154666
YMR316C-A	-0.189523588	0.772154666
YPR195C	0.158786064	0.772154666
YDL204W	0.166886764	0.77225057
YGR165W	-0.07518724	0.77225057
YJR045C	-0.078369759	0.77225057
YPL080C	0.17684491	0.77225057
YDR194C	-0.057730006	0.772583702
YDR524C-A	1.624529906	0.772583702
YBL100W-B	-0.258750523	0.772819345
YKR010C	-0.182351611	0.772819345
YNL105W	-0.549288083	0.772819345
YOL023W	-0.107768125	0.772819345
YPL223C	0.241243202	0.772819345
YIL063C	-0.100038009	0.773553004
YAL002W	0.119101099	0.774760367
YGR094W	-0.079682144	0.774760367
YNL100W	-0.100877813	0.774760367
YJL002C	-0.068371251	0.774994001
YHR137W	0.086902266	0.775038563
YHL023C	-0.172044413	0.775062137
YMR138W	-0.1139305	0.775062137
YMR060C	0.081667353	0.775560947
YNL251C	-0.172412502	0.775560947
YIL071C	0.130311311	0.775597198
YAL034C-B	0.213949779	0.775741521
YBR021W	0.08429162	0.775741521
YBR248C	0.174142762	0.775741521
YCR073C	-0.132285683	0.775741521
YDR336W	-0.099634122	0.775741521
YDR470C	0.112914304	0.775741521
YEL030W	0.117316629	0.775741521
YER107C	-0.088472065	0.775741521
YGR033C	0.084964682	0.775741521
YHL013C	-0.079090174	0.775741521
YIL154C	-0.073954924	0.775741521
YJL077W-B	-0.148078455	0.775741521
YJL082W	-0.17023987	0.775741521
YLL019C	0.137798083	0.775741521
YLR114C	-0.110463864	0.775741521
YLR388W	-0.133605684	0.775741521
YNL138W-A	-0.129095476	0.775741521
YNL157W	-0.106788744	0.775741521
YNL256W	-0.105224468	0.775741521
YPL131W	-0.080025137	0.775741521
YPL214C	0.05774163	0.775741521
YGR097W	-0.156522738	0.775744121
YLR330W	-0.050551543	0.775744121
YPR149W	-0.106818377	0.775744121
YLL059C	0.168305578	0.775801922
YLR414C	0.058797464	0.775801922
YNL040W	-0.075006413	0.775801922
YNL139C	-0.128769864	0.775801922
YPL215W	-0.059602363	0.775801922
YPR166C	-0.101154754	0.775801922
SNR38	0.796118057	0.775801922
YCR051W	0.075946387	0.776170663
YDR417C	-0.35488404	0.776170663
YEL006W	0.07024474	0.776170663
YHR021C	-0.120962811	0.776320086
YHR175W-A	0.194151244	0.776627598
YKL111C	-0.218085231	0.776627598
YAL033W	-0.083761084	0.776809448
YGL054C	0.109619972	0.776809448
YPR085C	0.063758455	0.776809448
YPR074C	-0.122901634	0.776930372
YLR029C	-0.156543187	0.778673477
YOR236W	-0.100998065	0.779293724
YJR012C	0.1224102	0.77949303
YMR317W	-0.114352082	0.77949303
YDR484W	0.114655104	0.779779114
YJR062C	-0.077594507	0.779779114
YLR413W	-0.199125308	0.779779114
YBR054W	-0.223779823	0.779792142
YHR210C	0.105272086	0.779792142
YBR117C	0.196323214	0.780248445
YER037W	0.103988769	0.780248445
YIL133C	-0.094102513	0.780248445
YOR299W	-0.151437135	0.782205722
YLR396C	-0.083901863	0.78229097
YIL015W	-0.093423344	0.782559216
YOR188W	-0.263007349	0.782608987
YGR201C	0.122527646	0.782736914
SNR14	-0.268767139	0.782736914
YKR066C	0.058411322	0.783006451
YER175W-A	0.294561469	0.783034157
YKR092C	0.124840346	0.783034157
YOR335C	-0.054678971	0.783034157
YDL215C	0.064285712	0.783263985
YKR079C	-0.088634621	0.783263985
YJR085C	-0.085294991	0.783374776
YGR125W	0.063391064	0.783766315
YOL085W-A	0.226360756	0.784727587
YLL017W	0.102455185	0.784740377
YDL051W	-0.089903483	0.785012112
YDL074C	0.056551584	0.785012112
YDR079W	0.118106174	0.785012112
YOL116W	-0.065089077	0.785012112
YMR266W	-0.117111367	0.785106393
YMR168C	-0.067711828	0.785112953
YBL029W	0.099023499	0.785445858
TM(CAU)M	0.812107829	0.785445858
YLL018C-A	0.084183552	0.785502331
YFR038W	0.15390306	0.785778681
YPR172W	0.07439983	0.786283291
YBL077W	-0.147825265	0.78657399
YOL020W	0.117072243	0.786643546
YER068W	0.163191632	0.787209956
YER082C	0.056688174	0.787726305
YGL118C	0.555806144	0.787726305
YHL038C	-0.081646188	0.787726305
YIL012W	0.34657912	0.787726305
YKL081W	-0.060294356	0.787726305
YKR094C	-0.14417582	0.787726305
YLR077W	-0.076543806	0.787726305
YPL105C	0.167316032	0.787726305
YPL179W	-0.051341982	0.787726305
YDR175C	-0.064492513	0.78774753
YHR178W	0.103265503	0.788074612
YBL038W	-0.078211925	0.791037316
YOL132W	0.105654924	0.791287755
YDL096C	-1.099304837	0.79136223
YDR513W	-0.137956807	0.79136223
YER007C-A	-0.088306056	0.79136223
YER093C-A	0.098389044	0.79136223
YGL185C	0.07555875	0.79136223
YLR423C	-0.119517525	0.79136223
YMR037C	0.143124592	0.79136223
YMR039C	-0.11378064	0.79136223
YMR194W	-0.115827036	0.79136223
YPL109C	0.062831654	0.79136223
SNR83	-0.228341441	0.79136223
TX(XXX)D	0.931624852	0.79136223
YGR177C	-0.161896772	0.791451252
YKL207W	-0.067534338	0.791451252
YBR152W	0.190503994	0.792165239
YNL132W	-0.181686864	0.792504974
YDL122W	0.050009979	0.792942748
YEL026W	-0.091291896	0.792942748
YJR088C	-0.088341815	0.793332542
YER044C-A	0.169991228	0.793557738
YER166W	-0.099208	0.793557738
YGL030W	-0.115966486	0.793557738
YGL034C	0.455310306	0.793557738
YGL169W	-0.053954267	0.793557738
YKL156W	-0.112457093	0.793557738
YLR186W	-0.063865379	0.793557738
YLR236C	-0.264558599	0.793557738
YLR329W	-0.121960282	0.793557738
YGR084C	-0.071235651	0.79449898
YBR058C	0.081515565	0.794932185
YCL042W	0.383811067	0.794932185
YDL001W	-0.075607926	0.794932185
YDL044C	-0.079681078	0.794932185
YDR180W	-0.134844536	0.794932185
YFL034W	-0.143416171	0.794932185
YGL041W-A	-0.105325349	0.794932185
YGL129C	0.05363823	0.794932185
YHL015W	-0.154532024	0.794932185
YIL159W	-0.141881143	0.794932185
YJL205C	0.149078589	0.794932185
YLL040C	-0.088175378	0.794932185
YLR067C	0.072747546	0.794932185
YOL103W-B	-0.3225503	0.794932185
YDR433W	-0.224112357	0.795114154
YNL095C	0.0918715	0.795114154
TT(AGU)N2	1.202291444	0.795162952
YDL127W	-0.172012502	0.795712372
YER177W	-0.065239508	0.795712372
YFR002W	-0.068217249	0.795712372
YML101C	-0.121381766	0.795712372
YPL015C	-0.092487876	0.795712372
YCR079W	0.074655111	0.796026974
YFL041W-A	0.132976361	0.796026974
YGL189C	-0.145224058	0.796026974
YGR006W	0.085779675	0.796026974
YMR265C	0.064470709	0.796026974
YOL091W	0.127769607	0.796026974
YOR013W	0.131104585	0.796026974
SNR43	-0.141345754	0.796026974
YLR146C	-0.071316712	0.7961619
YAL021C	-0.155519696	0.797095643
YBR230C	-0.117145498	0.797095643
YHR169W	0.196990066	0.797095643
YDR524W-C	-0.117080614	0.79809416
YDR048C	-0.625358063	0.800144791
YDR132C	0.070167944	0.800144791
YDR160W	-0.065629865	0.800144791
YFL031C-A	-0.160555964	0.800144791
YHR122W	-0.080152911	0.800144791
YLR265C	-0.129278795	0.800144791
YOR329W-A	0.537302497	0.800144791
HRA1	-0.840824312	0.800383331
YAL030W	0.087769515	0.800383331
YBL027W	-0.139086507	0.800383331
YBR048W	-0.07675019	0.800383331
YFL051C	0.097186783	0.800383331
YFR043C	-0.08973591	0.800383331
YJR135C	0.102426953	0.800383331
YJR138W	-0.125666982	0.800383331
YNL031C	-0.094540684	0.800383331
YNL193W	0.063581546	0.800383331
YOL127W	-0.144146951	0.800383331
YOR266W	0.073127435	0.800383331
YOR293C-A	-0.312341713	0.800383331
YGL182C	0.369999207	0.800953085
YDR051C	-0.083750389	0.800995427
YGR259C	-0.31883715	0.801208902
RUF21	-0.16332127	0.801241628
YFL062W	-0.559351514	0.801241628
YGR026W	-0.083562021	0.801241628
YMR014W	0.055086527	0.801241628
SNR84	0.1231314	0.801241628
YPR050C	-0.77021615	0.801338689
YCL059C	-0.086540672	0.801437274
YDL036C	-0.07269763	0.801437274
YDL100C	-0.063112541	0.801437274
YNL152W	-0.204754745	0.801437274
YOR155C	-0.057209826	0.801437274
YPR071W	0.091334482	0.801756582
YIL079C	0.11079257	0.802199811
YKL060C	-0.137783852	0.802863827
YDR003W-A	0.131045079	0.804911048
YLR344W	-0.108771134	0.804931591
YHR104W	-0.077424385	0.805095202
YOR329C	-0.124708048	0.805095202
YBL049W	0.079056111	0.805120787
YGL057C	0.071836744	0.805120787
YNL135C	-0.127021061	0.805120787
YOR097C	-0.074822622	0.805120787
YDL242W	0.186138454	0.805296627
YHR072W-A	-0.142575916	0.805296627
YHR179W	0.060962565	0.805296627
YJL148W	-0.069958264	0.805296627
YOR191W	-0.118231546	0.805296627
YPL052W	0.078812664	0.805296627
YPR187W	-0.107189529	0.805296627
YAR068W	-0.71544084	0.805339987
YBL072C	-0.131734561	0.805339987
YBR147W	0.147327104	0.805339987
YBR154C	-0.076989003	0.805339987
YBR194W	-0.095393966	0.805339987
YDL206W	0.089361484	0.805339987
YDL235C	-0.086158601	0.805339987
YDR285W	0.095241077	0.805339987
YDR353W	-0.053009274	0.805339987
YDR382W	-0.090210224	0.805339987
YHR203C	-0.082799067	0.805339987
YIR013C	-0.432362693	0.805339987
YJL147C	-0.070211705	0.805339987
YKL154W	-0.086489333	0.805339987
YLR047C	-0.205455617	0.805339987
YLR080W	0.103981259	0.805339987
YLR401C	-0.137398383	0.805339987
YLR430W	-0.125651896	0.805339987
YLR443W	-0.070745458	0.805339987
YMR059W	0.090187422	0.805339987
YMR119W-A	0.17229334	0.805339987
YNL134C	-0.057409435	0.805339987
YNL163C	0.098458455	0.805339987
YOL066C	0.143199999	0.805339987
YOR103C	-0.158660721	0.805339987
YPL003W	0.071478026	0.805339987
YKR036C	0.068995471	0.805587688
YGL262W	0.268215792	0.806089369
YOL070C	-0.069803042	0.80625631
YGR132C	-0.078911216	0.806817984
YDR233C	-0.065776264	0.807247676
YGL165C	0.117139197	0.809214212
YMR175W	0.212578294	0.809214212
YOR093C	-0.05223401	0.809214212
YMR258C	-0.058288062	0.80927149
YLR167W	-0.137026184	0.809779533
YCR106W	-0.117766283	0.810260022
YDL032W	1.218675137	0.810260022
YHR001W-A	-0.113139101	0.810260022
YNL279W	0.083162061	0.810260022
YDR295C	-0.101877262	0.810384329
YML027W	-0.174923887	0.810384329
YOR310C	-0.10164107	0.810384329
YBR172C	0.105069986	0.810387809
YJR022W	0.891173416	0.810387809
YKR085C	-0.096244951	0.810387809
YNL281W	-0.065657907	0.810387809
TH(GUG)E2	1.242346446	0.810387809
YMR119W	-0.057530362	0.810870206
TH(GUG)E1	0.606523383	0.810870206
SNR81	-0.330222428	0.811272729
YJL143W	-0.069302878	0.811744171
YNL148C	-0.082321991	0.811744171
YJR075W	-0.058389392	0.812126559
YEL034C-A	0.141273844	0.812840733
YGL127C	0.081949479	0.812840733
YLL008W	-0.120704871	0.812840733
YOR316C-A	-0.356448653	0.812937001
YBR211C	-0.074399037	0.813595494
YLR411W	-0.090334287	0.813595494
YNR003C	-0.074144217	0.814050661
YHR141C	-0.131817643	0.814895262
YGL037C	-0.108349067	0.815048536
YDL232W	-0.143931759	0.815244562
YNL143C	0.156384014	0.815244562
YGL215W	0.082418776	0.815396181
YLL044W	0.498998581	0.815499737
YPL024W	0.083095677	0.815499737
YKR030W	-0.070957215	0.815780495
YOR390W	-0.18356164	0.815780495
YAR033W	0.111347857	0.81701545
