	log2FoldChange	FDR
YCL055W	-0.045260922	0.894161075
YGL220W	-0.065315426	0.894161075
YHR125W	0.206813929	0.894161075
YKL165C-A	0.258327988	0.894161075
YLR200W	-0.081964815	0.894161075
YNL076W	0.052231963	0.894161075
YNR028W	-0.039513533	0.894161075
YOR041C	0.401204988	0.894161075
YPL190C	-0.076162998	0.894161075
YLR162W-A	0.339328927	0.894387702
YML020W	-0.069279525	0.894387702
YOR081C	0.138453457	0.894387702
YML071C	-0.041843196	0.894882226
YDR282C	-0.045628473	0.894981556
YNL179C	0.090348991	0.894981556
YPL071C	-0.052212194	0.894981556
YIL029W-A	0.54237371	0.895005395
YLR249W	0.031609529	0.895005395
YLR466C-B	-0.338522654	0.895005395
YML046W	-0.060805199	0.895005395
TN(GUU)G	-0.472349406	0.895005395
YKL155C	-0.051417568	0.895387443
YLR012C	-0.284417817	0.895387443
YAL009W	0.048308353	0.895431607
YPL234C	-0.043986414	0.895431607
YIR016W	0.045110766	0.895456639
YDR026C	-0.033405858	0.895822234
YGR101W	-0.041036632	0.895822234
YPL108W	0.057163182	0.896220984
YPL132W	-0.041483211	0.896282161
YBR109W-A	-0.206673089	0.896673613
YFR045W	0.045093653	0.897278567
TN(GUU)N1	0.407847888	0.898936027
YDR487C	-0.045560105	0.899703591
YNL070W	-0.067856732	0.899703591
YDR207C	0.116681963	0.899922719
YGR013W	-0.048397689	0.899922719
SNR69	0.1067007	0.899922719
YOR319W	-0.050262874	0.900309356
YBL044W	-0.326433352	0.900580602
YBR251W	-0.033776085	0.900580602
YDR499W	0.043844313	0.900580602
YHR180W-A	0.498658001	0.900580602
YKL160W	-0.06856263	0.900580602
YLR363W-A	-0.059481501	0.900580602
YMR088C	-0.052785351	0.900580602
YMR127C	0.044690486	0.900580602
YMR137C	0.049123743	0.900580602
YNL093W	0.055227792	0.900580602
YNL237W	0.056480727	0.900580602
YPR002C-A	0.120371364	0.900580602
TV(AAC)G2	0.334764883	0.900580602
YCR021C	0.083546769	0.900591344
YMR136W	-0.080806274	0.900777469
YLR287C-A	-0.112891767	0.901044263
YDR524C-B	-0.074953295	0.901110003
YBL053W	0.109872769	0.901498044
YGL166W	0.073386394	0.901498044
YPR150W	0.10183182	0.901498044
YKR024C	0.086293255	0.901529542
YGR086C	-0.039360779	0.901622669
YNR053C	-0.042274425	0.901843795
YEL053W-A	-0.162057613	0.902266942
YDR120C	0.078420301	0.902311721
YHR041C	-0.062093784	0.902311721
YJR083C	0.04487583	0.902311721
YLR261C	-0.10611283	0.902311721
YJR052W	0.041422719	0.902454077
YFL010C	0.050135679	0.902456694
YOR193W	0.073459854	0.902551221
YOR322C	0.088001743	0.902551221
YAL056W	0.027298016	0.902636842
YAL016C-B	0.109444336	0.90287595
YNL249C	0.04404734	0.90287595
YBR106W	-0.05862934	0.903548209
YAL063C-A	-0.135395542	0.904032002
YHR138C	0.07319137	0.904032002
YNR065C	0.066068394	0.904032002
YOR009W	0.134945233	0.904032002
YGR242W	0.190228317	0.904169799
YJL041W	0.07794271	0.904169799
YJL075C	-0.103157969	0.904169799
YMR070W	-0.04399074	0.904169799
YPR170W-B	-0.063449277	0.904169799
SNR87	0.132756374	0.904169799
YBL100W-C	0.157749701	0.904353222
SNR190	-0.175559351	0.904428768
YHL034C	-0.048296905	0.90500786
YBL039W-B	0.063730986	0.905138491
YBR273C	-0.031262029	0.905138491
YDL194W	0.040391655	0.905138491
YFR005C	0.043227854	0.905138491
YGR241C	-0.084352762	0.905138491
YLR363C	-0.056641111	0.905138491
YMR280C	0.040782459	0.905138491
YPL130W	-0.19897474	0.905138491
YPR016C	-0.037676669	0.905138491
YPR154W	0.071808689	0.905138491
YDL114W-A	0.122964525	0.905140191
YBR253W	-0.057512908	0.905751579
YGR046W	-0.042477915	0.905921199
YBR186W	0.058619956	0.906070447
YBR089C-A	-0.072798856	0.906698342
YDL172C	0.117714016	0.906698342
YDR141C	-0.059064233	0.906698342
YGL111W	-0.044228383	0.906698342
SNR44	-0.114588129	0.906698342
YKL115C	0.106354128	0.907970059
SNR78	0.220193006	0.907970059
YGL250W	-0.045929016	0.908091196
YLR436C	-0.077637126	0.908091196
YOR082C	-0.354652873	0.908091196
YBR235W	0.063464172	0.908095535
YLR165C	0.061067487	0.908408499
YDR025W	0.042636725	0.908429787
YDR032C	-0.050570689	0.908429787
YJR100C	-0.042266891	0.908429787
YEL033W	-0.056878995	0.908866951
YDR334W	-0.052606212	0.909424697
YGL155W	-0.042677905	0.909424697
YAL020C	0.068540856	0.909747084
YCR089W	0.060218458	0.909747084
YDR495C	0.049490706	0.909747084
YGL084C	-0.035840143	0.909747084
YGL246C	-0.035213248	0.909747084
YHR181W	-0.052109543	0.909747084
YIL006W	-0.075771365	0.909747084
YIL028W	0.095059344	0.909747084
YIR004W	-0.03691446	0.909747084
YKL118W	-0.309373669	0.909747084
YKL147C	-0.161907031	0.909747084
YKR029C	0.03433326	0.909747084
YKR064W	0.049787087	0.909747084
YOR120W	0.052096634	0.909747084
YPL212C	0.069033088	0.909747084
YKL095W	0.043143192	0.910141818
YBR149W	-0.045422329	0.910300951
YCR057C	-0.089606185	0.910503399
YOR283W	0.040327441	0.910503399
TV(AAC)M2	1.243211322	0.910503399
YGR119C	-0.04392015	0.910800099
YNL124W	0.107499585	0.910800099
YML103C	-0.064105588	0.910827753
YPR158C-D	-0.130534035	0.91087413
YBR274W	0.036212132	0.911109807
YKL142W	-0.063777655	0.911109807
YPR170W-A	0.202771459	0.911109807
YBR256C	0.051416424	0.911356223
YBR262C	-0.06740895	0.911356223
YDL175C	0.039362746	0.911356223
YDR073W	0.048237041	0.911356223
YDR109C	0.064708301	0.911356223
YDR367W	0.042259223	0.911356223
YEL017C-A	0.071128273	0.911356223
YER147C	0.067127149	0.911356223
YGR147C	-0.044095006	0.911356223
YHR011W	0.070973903	0.911356223
YHR132W-A	0.056311175	0.911356223
YHR194W	-0.037409249	0.911356223
YJL063C	-0.03204618	0.911356223
YJL151C	-0.050800502	0.911356223
YML053C	-0.053347409	0.911356223
YML125C	0.038118644	0.911356223
YMR062C	-0.032933791	0.911356223
YMR216C	0.068206103	0.911356223
YNL002C	-0.037115619	0.911356223
YOR008W-B	-0.276089699	0.911356223
YOR126C	0.037918211	0.911356223
YOR147W	-0.038171835	0.911356223
YOR277C	-0.089850885	0.911356223
YPL032C	-0.104918661	0.911356223
YPL173W	-0.037188645	0.911356223
SNR13	-0.167180451	0.911356223
SNR39	0.151319763	0.911356223
SNR79	0.224787609	0.911356223
TI(AAU)E2	1.216487444	0.911356223
YER116C	0.037394968	0.911652117
YMR285C	-0.041169952	0.911652117
YOR208W	0.071810083	0.911652117
YOL051W	0.100396744	0.911796553
YAL067C	0.058980067	0.912030991
YBL061C	-0.075575525	0.912030991
YDR343C	-0.078366929	0.912030991
YGR136W	0.045912988	0.912030991
YHR034C	0.076054954	0.912030991
YOR098C	-0.079796447	0.912460933
YER068C-A	-0.305597041	0.912891391
YPR023C	0.033567675	0.912894263
YBR207W	0.05688351	0.913030707
YER076W-A	0.092676805	0.913030707
YML011C	-0.038214024	0.913030707
YGL099W	-0.081333468	0.913348965
YJL019W	-0.135884229	0.913844729
YKR048C	0.054893205	0.91386906
YBL028C	-0.0639215	0.914478629
YBR126W-B	-0.081236062	0.914506437
YAL059W	-0.048564835	0.914760562
YBR012W-B	0.144586614	0.914760562
YDL124W	-0.040019781	0.914760562
YDR124W	-0.055803486	0.914760562
YDR248C	-0.052022863	0.914760562
YEL020W-A	-0.064081936	0.914760562
YFR024C-A	-0.025683398	0.914760562
YGL026C	0.074968858	0.914760562
YGL105W	-0.030407349	0.914760562
YGR024C	0.049452805	0.914760562
YLR169W	-0.056113734	0.914760562
YML067C	-0.038947831	0.914760562
YMR279C	0.115550267	0.914760562
YNL164C	-0.042853739	0.914760562
YNL319W	0.217310472	0.914760562
YNR013C	-0.069184708	0.914760562
YOL086W-A	-0.052017234	0.914760562
YOL106W	-0.111471581	0.914760562
YOR274W	-0.032681765	0.914760562
YPL051W	-0.045909626	0.914760562
YPL099C	0.051603376	0.914760562
YPL237W	-0.043464896	0.914760562
YPR081C	0.036198066	0.914760562
YPR097W	-0.037174981	0.914760562
YPR123C	-0.096088135	0.914760562
TS(UGA)I	-0.213642112	0.914760562
TT(AGU)D	0.273957037	0.914760562
YBR013C	0.057147732	0.914801964
YCR001W	0.07925002	0.914801964
YDR494W	0.034371597	0.914801964
YFR025C	0.036779419	0.914801964
YGL015C	0.185775317	0.914801964
YHR191C	0.048114236	0.914801964
YKL133C	0.058916523	0.914801964
YLR264C-A	-0.053800801	0.914801964
YLR404W	-0.059547516	0.914801964
YMR086W	-0.073971725	0.914801964
YOR146W	0.706740764	0.914801964
YPL011C	0.039987262	0.914801964
YPL168W	-0.03997804	0.914801964
YPL217C	0.060625271	0.914801964
SNR67	0.163843489	0.914801964
YPR100W	-0.060652249	0.914856127
YGL245W	-0.028940303	0.915245492
YBR166C	-0.034884062	0.915774126
SNR33	-0.069935356	0.915864405
YAL037C-B	-0.098996393	0.916233724
YDL106C	-0.047980875	0.916233724
YFL040W	-0.051246805	0.916233724
YGL170C	-0.083245211	0.916233724
YKR008W	-0.028420817	0.916233724
YLR456W	0.06268496	0.916233724
YPL107W	0.03983902	0.916233724
YBR053C	0.040797199	0.916267503
YHL002C-A	-0.377668069	0.916267503
YKR049C	0.066975285	0.916267503
YNL294C	-0.026215455	0.916267503
YPL030W	0.086147215	0.916267503
YBR178W	-0.245915767	0.916417331
YLR365W	-0.290743853	0.917251924
YML009C-A	0.098224313	0.917367776
YDR469W	-0.04449701	0.917405321
YJL069C	0.089251183	0.917405321
YAR003W	-0.0350811	0.917410891
YBR101C	0.034794664	0.917410891
YCR104W	0.4334306	0.917410891
YDR370C	-0.037361984	0.917410891
YGR240C-A	-0.074518224	0.917410891
YOR182C	-0.086316648	0.917410891
YDL023C	-0.407097857	0.917664348
YER159C	0.053734464	0.917664348
YGL019W	0.03492757	0.917664348
YGR245C	0.029498708	0.917664348
YKR004C	0.07025396	0.917664348
YNR045W	-0.026445597	0.917664348
YOR354C	-0.025813482	0.917664348
YDR118W-A	0.101870873	0.917708688
YAL041W	0.07727473	0.918190234
YAR073W	0.200817377	0.918190234
YBL005W-B	0.072054545	0.918190234
YBR116C	-0.133008806	0.918190234
YBR134W	0.175397928	0.918190234
YEL014C	-0.074473599	0.918190234
YKL205W	0.033560558	0.918190234
YLR218C	-0.05720325	0.918190234
YMR141W-A	0.067095293	0.918190234
YOR052C	-0.052701894	0.918190234
YOR349W	0.073159218	0.918190234
TI(AAU)G	0.474810647	0.918190234
YEL046C	-0.052015393	0.918450434
YJL200C	0.067075695	0.918729624
YHR083W	0.038205522	0.919115678
YIR012W	-0.038171215	0.919115678
YGR075C	0.039239307	0.91989024
YDR053W	-0.251212665	0.920671278
YIR028W	0.039433385	0.920671278
YLR461W	-0.453183746	0.920671278
YNR032W	-0.033780876	0.920671278
YOR210W	-0.049492215	0.920671278
YOR281C	-0.039942126	0.920671278
YPL249C-A	-0.110796608	0.920671278
YPR017C	0.045964759	0.920671278
YNL329C	0.066833298	0.9208693
YPL104W	-0.069596499	0.921514147
YBR036C	0.027287099	0.921756811
YLL009C	-0.075162832	0.921756811
YLR129W	-0.04964108	0.921756811
YNL203C	-0.135296109	0.921756811
YNL238W	-0.053225147	0.921756811
YOR050C	-0.048500251	0.921862922
YBR015C	-0.057552461	0.922140766
YNL047C	0.062077486	0.922280577
YDL116W	-0.027629721	0.922582421
YPL249C	-0.060133961	0.922582421
YPR043W	0.234447487	0.922821734
YKL176C	0.047613981	0.923205953
YBR071W	0.049879036	0.923753706
YBR300C	-0.313293171	0.923753706
YDL130W-A	-0.077165788	0.923753706
YDL200C	0.049352913	0.923753706
YDR229W	-0.031348227	0.923753706
YDR257C	0.029847991	0.923753706
YDR379C-A	-0.070178429	0.923753706
YGL114W	0.070720029	0.923753706
YGR146C-A	-0.135058011	0.923753706
YIL008W	-0.044533789	0.923753706
YIL116W	0.028785908	0.923753706
YJR007W	0.027342037	0.923753706
YLR138W	0.044062226	0.923753706
YMR030W-A	0.147242192	0.923753706
YMR154C	0.049086672	0.923753706
YOL048C	-0.044633386	0.923753706
YOR304W	-0.046682374	0.923753706
YPL151C	0.045568114	0.923753706
YPL241C	-0.061784534	0.923753706
YPL279C	0.112585069	0.923753706
YMR157C	0.039876517	0.92400284
YIR021W-A	0.299327315	0.924879371
YCR020C-A	-0.04587546	0.92488632
YDR100W	-0.050742339	0.92488632
YJL048C	0.047687571	0.92488632
YNL004W	0.029917519	0.92488632
YBL074C	-0.04585524	0.925199085
YBL090W	-0.047039564	0.925199085
YBR122C	-0.047828943	0.925199085
YBR171W	-0.032687222	0.925199085
YDL062W	0.202028356	0.925199085
YDR182W	-0.035649023	0.925199085
YDR381C-A	-0.048875832	0.925199085
YDR539W	-0.03697219	0.925199085
YER110C	-0.070312544	0.925199085
YGL131C	-0.058441823	0.925199085
YJL024C	-0.044350074	0.925199085
YKR089C	0.032939648	0.925199085
YMR287C	-0.026029315	0.925199085
YNR066C	-0.097279619	0.925199085
YOR058C	0.042290055	0.925199085
YPL013C	-0.057304651	0.925199085
YPL133C	-0.02782022	0.925199085
YPL136W	0.291437863	0.925199085
YPL206C	-0.031544161	0.925199085
YPR158W-B	-0.310774666	0.925199085
YBR290W	0.033828707	0.925355991
YDR179W-A	0.047325526	0.925355991
YDR347W	0.033003203	0.925355991
YHR136C	0.071558512	0.925355991
YKL003C	-0.039651363	0.925355991
YKL061W	-0.060517302	0.925355991
YMR200W	-0.028021575	0.925355991
YPL063W	0.039567742	0.925355991
YPR068C	-0.040067338	0.925355991
TF(GAA)P1	0.317226508	0.925355991
YIL057C	0.073227151	0.925414099
YNL066W	0.043408418	0.925414099
YDL133C-A	-0.104292347	0.925419579
YMR318C	-0.027263284	0.926863156
YDR242W	0.04128247	0.927251802
YDR514C	-0.052561536	0.927251802
YER078W-A	0.287730918	0.927251802
YLR428C	-0.446034336	0.927251802
YIL129C	0.034846532	0.927487664
YBR124W	0.423904517	0.927727775
YLR126C	0.037933542	0.927729033
YLR234W	-0.12694397	0.927799074
YNL199C	0.058678407	0.927799074
YCL012C	0.050360498	0.927904724
YJL152W	0.050703245	0.927904724
YKL065C	-0.050670513	0.927904724
YPR136C	0.405193885	0.927904724
SNR82	-0.084498918	0.927904724
YAL066W	0.650131134	0.928195813
YBL096C	-0.120618777	0.928195813
YCL023C	0.387399173	0.928195813
YDL209C	-0.066183352	0.928195813
YDR264C	0.024622343	0.928195813
YFL056C	-0.033738148	0.928195813
YJL049W	-0.040911346	0.928195813
YJL104W	-0.042899882	0.928195813
YJR156C	0.071748717	0.928195813
YLR263W	0.074485793	0.928195813
YMR173W-A	-0.059329151	0.928195813
YMR312W	-0.037187628	0.928195813
YNL051W	0.04345644	0.928195813
YOL052C-A	-0.052176141	0.928195813
YOR206W	-0.021009134	0.928195813
YOR289W	-0.038863731	0.928195813
YPR082C	-0.051530773	0.928195813
SNR128	-0.122547028	0.928195813
YDL011C	0.590851495	0.92863867
YNL228W	0.073817597	0.929404232
YCR087W	-0.072766095	0.929442465
YDR241W	0.119625531	0.929442465
YDR246W-A	-0.072864692	0.929442465
YDR521W	0.505322993	0.929442465
YGR263C	-0.029638532	0.929442465
YLR412C-A	0.275473799	0.929442465
YNL043C	-0.069137712	0.929442465
YOR205C	-0.032321456	0.929442465
YPL088W	-0.041172981	0.929442465
YPL189C-A	-0.043329329	0.929442465
SNR57	0.113457517	0.929442465
YFR013W	-0.059871107	0.930446544
YGR251W	0.041440957	0.930446544
YML129C	0.065091377	0.930446544
YMR224C	0.03865109	0.930446544
YLR041W	-0.166705813	0.930484504
YLR408C	0.058939252	0.930484504
YDR340W	0.165202007	0.930546573
YBR126W-A	-0.094558709	0.930845996
YFR052C-A	-0.040741265	0.930845996
YGR160W	0.15213715	0.930845996
YGR271C-A	-0.034155042	0.930845996
YLL054C	-0.030980293	0.930845996
YLR064W	0.03491318	0.930845996
YNL046W	0.034148007	0.930845996
YOR158W	0.03165559	0.930845996
YLR019W	-0.046107504	0.930879335
YCL021W-A	-0.060750682	0.931073614
YGL138C	-0.287491724	0.931073614
YGR022C	-0.202028178	0.931073614
YJL133W	0.023779637	0.931073614
YMR052W	0.043240429	0.931073614
TT(UGU)G2	-0.609420353	0.931073614
YKR023W	-0.029672227	0.931308476
YIR009W	0.042592148	0.931937804
YDR184C	0.029382347	0.932076431
YDL042C	0.068984202	0.932252179
YDL228C	0.079551416	0.932252179
YJL215C	0.089380168	0.932252179
YNR017W	-0.036504865	0.932252179
YPL058C	0.07812221	0.932252179
YPL182C	0.110536693	0.932252179
YPL276W	0.120400453	0.932252179
YFR032C-A	-0.05445887	0.932421764
YIL157C	-0.036594442	0.932421764
YLR006C	-0.062232393	0.932421764
YDL131W	0.023079213	0.932473477
YFL013C	0.038575902	0.932473477
YIL066C	-0.047399029	0.932473477
YJL022W	0.238916425	0.932473477
YMR066W	0.028380712	0.93252337
YNR047W	-0.059096852	0.93252337
YNR058W	-0.052190785	0.93252337
SNR55	-0.146331911	0.935024629
YOL085C	0.16741933	0.935043279
YDR155C	-0.059786091	0.935332914
YIL142C-A	-0.181222387	0.935614512
YJR038C	0.174353002	0.93606122
YAL046C	0.039096341	0.93635185
YAL064W-B	0.118623345	0.93635185
YDR163W	0.036226194	0.93635185
YEL059C-A	0.0448506	0.93635185
YER007W	-0.035491091	0.93635185
YGR295C	-0.032567332	0.93635185
YHR028W-A	0.179814498	0.93635185
YHR058C	0.029465868	0.93635185
YIL027C	-0.03936009	0.93635185
YLR076C	-0.059529932	0.93635185
YNL215W	0.037404281	0.93635185
YOL159C-A	-0.055683664	0.93635185
YOR070C	0.05753264	0.93635185
YOR150W	-0.041292524	0.93635185
YJR104C	-0.061458596	0.936366349
YMR111C	0.032427319	0.936366349
YAR009C	-0.081691006	0.936716875
YJL036W	-0.028615253	0.936716875
YJL062W-A	-0.042737492	0.936716875
YCR018C-A	-0.110289829	0.936718501
YDR152W	-0.035039344	0.936718501
YDR269C	-0.349550348	0.936718501
YFR016C	-0.033229498	0.936718501
YGL109W	0.04859279	0.936718501
YGL236C	-0.051157491	0.936718501
YGL248W	0.030069737	0.936718501
YKL170W	-0.062363112	0.936718501
YMR105W-A	0.072229893	0.936718501
YNL061W	0.035305573	0.936718501
YNR036C	0.040366442	0.936718501
YOR089C	-0.032403266	0.936718501
YOR372C	-0.072289432	0.936718501
YIL165C	0.043573215	0.936786656
YPR158W	0.05169223	0.937682828
YFR034W-A	0.17287431	0.93773122
YFL023W	-0.06164128	0.937805805
YOR336W	0.03693737	0.937805805
YPR174C	0.076497858	0.937835108
YML034W	-0.024730601	0.938642214
YML009C	-0.055875787	0.938759788
YMR075C-A	-0.062886153	0.938772689
YAL027W	-0.040180951	0.938810784
YKL057C	0.040994456	0.938835991
YNL284C	-0.027015241	0.938839187
YBR120C	-0.039456808	0.9392043
YDL144C	-0.044802616	0.939367716
YGL078C	0.022837463	0.939367716
YGR172C	-0.028201211	0.939367716
YJL094C	0.024173122	0.939367716
YLR148W	-0.03937421	0.939367716
YLR287C	-0.032001375	0.939367716
YMR108W	-0.042095893	0.939367716
YMR237W	-0.05270646	0.939367716
YNL110C	-0.046040486	0.939367716
YNL336W	-0.044039996	0.939367716
YPL278C	0.095918876	0.939367716
YMR297W	-0.026722729	0.939385377
TL(UAA)J	-0.354356191	0.939385377
YGL239C	0.101424195	0.939520122
YJR112W	-0.051429116	0.939849404
YGR206W	0.043731734	0.939853285
YIL166C	0.042206995	0.940283847
YER042W	0.037473923	0.940724211
YMR174C	0.074806365	0.940724211
YOR314W-A	-0.308263816	0.940724211
YGL217C	0.360877936	0.940840667
YHR049W	-0.025248527	0.940840667
YKR065C	-0.026736005	0.940840667
YOR125C	-0.039269043	0.940840667
YPL044C	-0.478464906	0.940840667
YNL121C	-0.017406555	0.940885829
YOR072W	0.076331294	0.940885829
YFL010W-A	0.04462704	0.941147384
YBR146W	-0.0293567	0.941218909
YCL052C	-0.024173384	0.941218909
YDR058C	-0.036086946	0.941218909
YDR511W	0.043219779	0.941218909
YDR512C	-0.043401893	0.941218909
YEL030C-A	0.234062925	0.941218909
YEL064C	-0.038942483	0.941218909
YGL059W	0.037291017	0.941218909
YGL218W	0.644285798	0.941218909
YGR164W	-0.082047133	0.941218909
YKL164C	-0.026539074	0.941218909
YLR307C-A	0.077619966	0.941218909
YLR449W	0.028616755	0.941218909
YML013W	0.076315059	0.941218909
YMR084W	-0.079283802	0.941218909
YMR194C-A	-0.10458032	0.941218909
YMR286W	-0.055142843	0.941218909
YNL072W	0.059375879	0.941218909
YOL117W	0.042394754	0.941218909
YCR049C	0.517265971	0.941463568
YDR413C	-0.06709237	0.941463568
YGR064W	0.091796696	0.941463568
YKL044W	-0.097013926	0.941463568
TV(UAC)D	0.286461002	0.941463568
YGR173W	0.026927467	0.942129267
YJL139C	-0.027051087	0.942129267
YNR061C	-0.034730544	0.942129267
YOL038C-A	0.067897911	0.942129267
YBR201C-A	0.046146225	0.942269428
YHR040W	-0.049086733	0.942269428
YIL066W-A	0.450591147	0.942269428
YKL066W	-0.042330504	0.942269428
YPR133W-A	-0.059151282	0.94244995
YFR006W	0.021042675	0.942599298
YLL034C	-0.05944895	0.942599298
TK(CUU)M	0.215073722	0.942599298
YGR109W-B	-0.048412	0.942714341
YGR131W	0.043584185	0.942714341
YNL041C	0.032112401	0.94287142
YDR335W	0.025407905	0.94306641
YLR184W	-0.662618082	0.94306641
YNL324W	-0.28586832	0.94306641
YNL085W	-0.029944697	0.943214027
YIL009C-A	0.037984667	0.943487039
YMR074C	-0.036439891	0.943627234
YGR137W	0.046246857	0.944044782
YOL143C	-0.029649396	0.944044782
TL(CAA)N	0.315283981	0.944044782
YDR473C	0.023636087	0.944208058
YGL260W	-0.517354283	0.944208058
YIR022W	-0.027895681	0.944231444
YAL042C-A	-0.643474705	0.944786748
YOR311C	0.023745952	0.944913536
YBR230W-A	-0.052669695	0.945146111
YBR135W	0.030942757	0.945858882
YKL202W	0.056763101	0.945858882
YJL054W	-0.021096886	0.945876731
YNL184C	0.109943366	0.945876731
YAL056C-A	0.072995903	0.945881451
YBR216C	-0.026651656	0.945881451
YBR242W	0.027385215	0.945881451
YDR351W	0.022210738	0.945881451
YDR462W	0.039182792	0.945881451
YER065C	-0.047927588	0.945881451
YGL171W	-0.027921146	0.945881451
YGR229C	0.017341101	0.945881451
YJL009W	0.043437331	0.945881451
YJR112W-A	0.033015006	0.945881451
YLR420W	0.021940946	0.945881451
YMR140W	-0.042006409	0.945881451
YMR231W	-0.037148295	0.945881451
YNL197C	-0.053554059	0.945881451
YOR294W	-0.033056081	0.945881451
YPL034W	-0.034425688	0.945881451
YPL197C	-0.044370356	0.945881451
YAL049C	-0.024240063	0.946743036
YGR285C	0.030925458	0.946743036
YHR071W	0.028800725	0.946743036
YLL042C	0.038491175	0.946743036
YLR382C	-0.059437867	0.946743036
YNL057W	-0.114629818	0.946743036
YOR160W	0.043428714	0.946743036
YDL191W	-0.066545458	0.946964409
YFR035C	0.03580181	0.946964409
YJL125C	-0.020986128	0.946964409
YPL188W	-0.027417498	0.946964409
YGR081C	-0.027634325	0.946986488
YCR035C	-0.020595736	0.947362232
YDR136C	0.083664646	0.947362232
YDR240C	0.023497121	0.947362232
YDR299W	0.027269021	0.947362232
YDR312W	0.023682206	0.947362232
YDR366C	-0.110197514	0.947362232
YLR162W	-0.171397789	0.947362232
YLR398C	-0.035008105	0.947362232
YNL137C	-0.01721785	0.947362232
YNR024W	0.035302135	0.947362232
YPL031C	0.019946501	0.947362232
SNR71	0.100106024	0.947362232
YHR084W	-0.061027386	0.947453338
YKL087C	-0.02314113	0.947453338
YMR269W	0.032587047	0.947453338
YER111C	-0.039227309	0.947567662
YGL028C	0.021135335	0.947567662
YIR024C	-0.034220016	0.947567662
YIR027C	0.034548976	0.947567662
YLR358C	0.060119095	0.947567662
YOL142W	-0.026860277	0.947567662
YOR387C	0.055934272	0.947567662
YPR099C	0.178115412	0.947567662
YEL044W	0.029753516	0.947733563
SNR46	0.070788362	0.947733563
YLR054C	0.043011474	0.947869682
TF(GAA)P2	-0.332922718	0.947869682
YCR083W	0.041909724	0.947968236
YDL048C	-0.027573488	0.947968236
YDR024W	-0.077006022	0.947968236
YDR045C	-0.028776248	0.947968236
YDR200C	0.046927736	0.947968236
YDR286C	0.034793389	0.947968236
YER126C	-0.027336212	0.947968236
YGR080W	-0.020655153	0.947968236
YGR169C	-0.021698488	0.947968236
YJL051W	-0.025019356	0.947968236
YKL177W	-0.16620671	0.947968236
YKR095W	0.02201975	0.947968236
YNL005C	0.023061802	0.947968236
YNL322C	0.026037136	0.947968236
YPL174C	-0.025202848	0.947968236
YPR110C	-0.016730351	0.947968236
YML094C-A	-0.20641785	0.949160858
YPR199C	0.023714743	0.949160858
YML007C-A	-0.084318259	0.949292066
YDL027C	-0.027231341	0.949410558
YDL068W	-0.09756214	0.949410558
YFL014W	0.064352954	0.949410558
YFR057W	-0.352744671	0.949410558
YGR140W	-0.059794703	0.949410558
YHL010C	0.026294607	0.949410558
YLR444C	-0.072896313	0.949410558
YMR131C	0.016215417	0.949410558
YFL002C	-0.02933147	0.949451022
YDL244W	0.045832632	0.94954684
YKL090W	-0.02693911	0.94954684
YPR112C	0.031137782	0.94954684
YGL042C	-0.032328961	0.950231022
YGR042W	-0.032496141	0.950231022
YER044C	-0.027785631	0.950627821
YFR048W	0.052616446	0.950627821
YGR269W	-0.094415625	0.950627821
YMR073C	0.029618997	0.950627821
YNL062C	-0.025946271	0.950627821
YHL030W	0.054296889	0.950741066
YOL093W	0.021568246	0.950839412
YHR214C-B	0.092081508	0.950988918
YOR226C	0.048626723	0.950988918
YOR352W	-0.028239838	0.950988918
YBR129C	-0.022923113	0.951074131
YHR134W	-0.025806901	0.951074131
YHR193C-A	-0.150776331	0.951074131
YOR144C	-0.041988562	0.951074131
YHR036W	-0.028730798	0.951224006
YJL156W-A	-0.038231028	0.951224006
YPR182W	0.03265124	0.951224006
YEL003W	-0.029587276	0.951314498
YPR094W	0.033609252	0.951314498
YGL036W	-0.026414003	0.951415287
YMR097C	-0.026295585	0.951415287
YOL021C	0.054978766	0.951415287
YAR075W	0.127020359	0.951565873
YBR258C	0.033874247	0.951565873
YDL203C	-0.044102173	0.951565873
YDR008C	0.048804848	0.951565873
YGL029W	-0.039168487	0.951565873
YIR020C-B	0.479338943	0.951565873
YMR089C	-0.027602261	0.951565873
YNL074C	0.057151949	0.951565873
YOR139C	0.148295529	0.951565873
YER052C	-0.039583424	0.951716387
YOL148C	0.032381405	0.951716387
YOR131C	0.023544421	0.951716387
YDR070C	0.050704615	0.951831155
YOL123W	-0.031577132	0.951831155
YBL014C	0.030089434	0.951974097
YGL107C	0.015722984	0.951974097
YMR016C	-0.050738906	0.951974097
YCR076C	0.026754504	0.952077625
YGL066W	-0.024030341	0.952077625
YHR170W	-0.01836095	0.952077625
YIL144W	-0.037085724	0.952077625
YKR046C	0.029306954	0.952077625
YLR171W	-0.106978589	0.952077625
YNL209W	-0.021393321	0.952077625
YPL060C-A	0.161326838	0.952077625
TV(AAC)J	0.549306987	0.952077625
YHR118C	-0.021084424	0.952262468
YBR062C	-0.026078436	0.953109483
YDL040C	-0.030276147	0.953109483
YER127W	0.024302504	0.953109483
YJL055W	-0.020054798	0.953109483
YJR157W	0.149231886	0.953109483
YKL173W	0.0301096	0.953109483
YMR001C-A	0.423896686	0.953109483
YOL032W	0.028749043	0.953109483
YBR276C	-0.037228445	0.953620548
YHL009W-B	-0.183961683	0.953620548
YHR069C	0.020245629	0.953620548
